seccion,segmento,Año,Mes,TMaxPromedio,TMinPromedio,TMaxRegistrada,TMinRegistrada,TMaxDesviacion,TMinDesviacion
13.0,45.0,2013,9,17.4,8.0,31.2,1.6,5.9,3.1
13.0,45.0,2013,10,21.3,11.6,27.2,6.4,3.9,2.8
13.0,45.0,2013,11,23.4,14.5,31.4,9.0,3.9,3.1
13.0,45.0,2013,12,30.3,15.9,38.0,8.8,4.9,3.4
13.0,45.0,2014,1,28.1,19.4,36.0,12.8,4.4,2.9
13.0,45.0,2014,2,25.6,19.1,34.6,15.0,3.8,1.9
13.0,45.0,2014,3,24.1,15.7,29.6,7.8,2.9,2.8
13.0,45.0,2014,4,21.6,13.8,28.0,7.0,3.0,3.9
13.0,45.0,2014,5,17.3,10.9,22.0,1.6,2.5,3.9
13.0,45.0,2014,6,15.5,7.8,23.2,1.0,2.6,3.4
13.0,45.0,2014,7,15.6,8.8,22.2,0.0,3.5,3.7
13.0,45.0,2014,8,18.1,9.2,29.8,1.8,5.3,4.2
13.0,45.0,2014,9,19.4,10.8,24.0,6.0,2.2,2.6
13.0,45.0,2014,10,22.7,14.7,32.2,6.4,4.6,3.2
13.0,45.0,2014,11,23.9,14.6,31.5,10.2,4.5,2.6
13.0,45.0,2014,12,26.4,17.3,33.3,11.4,4.0,2.7
13.0,45.0,2015,1,26.8,18.6,34.3,12.0,3.5,3.0
13.0,45.0,2015,2,27.6,18.7,33.4,14.6,3.1,1.7
13.0,45.0,2015,3,26.3,17.2,31.4,11.0,4.2,2.4
13.0,45.0,2015,4,24.2,14.3,30.0,8.9,3.1,2.8
13.0,45.0,2015,5,20.4,12.1,27.1,3.6,4.0,4.2
13.0,45.0,2015,6,17.0,8.0,25.6,-1.0,3.9,5.2
13.0,45.0,2015,7,16.2,7.6,26.0,0.1,3.7,4.1
13.0,45.0,2015,8,17.9,11.5,31.0,6.2,4.4,3.3
13.0,45.0,2015,9,16.8,8.9,25.2,3.6,3.5,3.1
13.0,45.0,2015,10,18.0,11.9,26.2,4.0,3.6,2.8
13.0,45.0,2015,11,23.1,14.8,28.5,8.4,3.1,2.8
13.0,45.0,2015,12,26.7,18.4,33.8,11.0,3.8,2.8
13.0,45.0,2016,1,28.5,19.8,37.8,15.0,3.4,2.3
13.0,45.0,2016,2,28.9,20.0,37.3,15.4,3.2,2.1
13.0,45.0,2016,3,23.3,16.8,32.0,13.0,3.6,1.9
13.0,45.0,2016,4,19.3,15.2,24.2,5.2,3.5,3.8
13.0,45.0,2016,5,14.4,9.5,20.1,3.6,2.0,2.8
13.0,45.0,2016,6,13.0,6.6,20.0,0.6,2.5,3.3
13.0,45.0,2016,7,13.6,8.0,21.2,2.1,3.2,3.2
13.0,45.0,2016,8,16.5,8.4,26.2,3.6,4.1,2.6
13.0,45.0,2016,9,16.4,9.8,25.2,6.4,4.7,2.2
13.0,45.0,2016,10,20.2,12.7,28.0,6.0,4.2,2.7
13.0,45.0,2016,11,23.7,15.0,31.2,9.2,4.6,2.9
13.0,45.0,2016,12,27.7,18.3,33.8,11.4,3.8,2.7
13.0,45.0,2017,1,28.9,18.7,35.4,12.5,3.1,2.4
13.0,45.0,2017,2,28.6,19.9,33.6,12.0,3.2,2.6
13.0,45.0,2017,3,25.9,16.2,35.0,10.8,3.2,2.8
13.0,45.0,2017,4,22.9,13.6,28.6,7.0,3.2,3.8
13.0,45.0,2017,5,19.2,10.8,27.8,4.6,4.1,3.0
13.0,45.0,2017,6,17.9,7.9,26.6,-0.4,4.6,4.7
13.0,45.0,2017,7,17.0,8.6,25.0,-1.5,4.2,4.3
13.0,45.0,2017,8,18.6,8.7,24.0,2.8,2.9,3.2
13.0,45.0,2017,9,19.4,11.2,28.2,6.5,3.6,2.8
13.0,45.0,2017,10,21.3,11.7,28.1,4.2,3.4,2.9
13.0,45.0,2017,11,24.0,12.6,33.6,8.0,3.6,2.6
13.0,45.0,2017,12,27.8,17.0,35.4,9.8,4.6,3.1
13.0,45.0,2018,1,29.2,18.5,35.9,12.8,3.2,2.8
13.0,45.0,2018,2,28.2,17.7,36.1,11.3,3.8,3.0
13.0,45.0,2018,3,26.4,15.3,33.0,10.2,3.7,2.9
13.0,45.0,2018,4,25.4,17.5,33.2,11.0,3.5,2.5
13.0,45.0,2018,5,19.5,12.1,27.3,5.2,3.5,3.7
13.0,45.0,2018,6,14.5,6.2,20.0,-0.8,2.7,3.3
13.0,45.0,2018,7,13.5,7.4,21.0,2.6,2.7,2.6
13.0,45.0,2018,8,16.2,7.1,27.2,0.3,4.4,2.8
13.0,45.0,2018,9,20.7,11.6,29.2,3.2,3.2,3.0
13.0,45.0,2018,10,21.0,11.4,29.1,5.0,4.0,3.3
13.0,45.0,2018,11,25.1,14.9,33.2,9.2,4.3,3.2
13.0,45.0,2018,12,25.5,15.9,32.0,7.7,4.3,3.4
13.0,45.0,2019,1,27.8,19.1,35.5,13.0,4.0,2.9
13.0,45.0,2019,2,27.1,16.9,34.4,8.9,4.6,3.8
13.0,45.0,2019,3,24.5,15.6,33.1,8.5,3.5,3.0
13.0,45.0,2019,4,22.6,13.0,30.8,8.0,3.6,2.7
13.0,45.0,2019,5,19.4,9.7,24.7,4.9,2.8,2.9
13.0,45.0,2019,6,17.8,9.0,23.3,2.4,2.4,3.6
13.0,45.0,2019,7,14.9,6.0,26.8,-0.5,4.1,3.1
13.0,45.0,2019,8,15.7,6.6,26.2,0.6,4.4,2.9
13.0,45.0,2019,9,18.1,7.1,27.8,1.3,4.8,2.9
13.0,45.0,2019,10,19.8,11.6,29.3,4.8,4.3,3.4
13.0,45.0,2019,11,26.2,15.4,34.6,11.2,3.8,2.5
13.0,45.0,2019,12,28.0,16.0,36.1,11.0,4.6,3.6
13.0,46.0,2013,1,29.1,18.6,36.0,11.8,3.8,2.5
13.0,46.0,2013,2,27.1,17.8,34.0,12.6,4.0,2.5
13.0,46.0,2013,3,23.3,16.0,30.0,9.6,3.5,3.3
13.0,46.0,2013,4,23.1,13.3,28.4,5.3,2.9,2.8
13.0,46.0,2013,5,18.5,9.1,24.0,2.5,3.1,3.0
13.0,46.0,2013,6,16.1,6.7,23.4,-0.8,3.4,3.6
13.0,46.0,2013,7,15.4,5.3,23.4,-0.3,4.4,3.5
13.0,46.0,2013,8,15.4,7.0,25.8,1.2,5.3,3.5
13.0,46.0,2013,9,17.4,8.0,31.2,1.6,5.9,3.1
13.0,46.0,2013,10,21.3,11.6,27.2,6.4,3.9,2.8
13.0,46.0,2013,11,23.4,14.5,31.4,9.0,3.9,3.1
13.0,46.0,2013,12,30.3,15.9,38.0,8.8,4.9,3.4
13.0,46.0,2014,1,28.1,19.4,36.0,12.8,4.4,2.9
13.0,46.0,2014,2,25.6,19.1,34.6,15.0,3.8,1.9
13.0,46.0,2014,3,24.1,15.7,29.6,7.8,2.9,2.8
13.0,46.0,2014,4,21.6,13.8,28.0,7.0,3.0,3.9
13.0,46.0,2014,5,17.3,10.9,22.0,1.6,2.5,3.9
13.0,46.0,2014,6,15.5,7.8,23.2,1.0,2.6,3.4
13.0,46.0,2014,7,15.6,8.8,22.2,0.0,3.5,3.7
13.0,46.0,2014,8,18.1,9.2,29.8,1.8,5.3,4.2
13.0,46.0,2014,9,19.4,10.8,24.0,6.0,2.2,2.6
13.0,46.0,2014,10,22.7,14.7,32.2,6.4,4.6,3.2
13.0,46.0,2014,11,23.9,14.6,31.5,10.2,4.5,2.6
13.0,46.0,2014,12,26.4,17.3,33.3,11.4,4.0,2.7
13.0,46.0,2015,1,26.8,18.6,34.3,12.0,3.5,3.0
13.0,46.0,2015,2,27.6,18.7,33.4,14.6,3.1,1.7
13.0,46.0,2015,3,26.3,17.2,31.4,11.0,4.2,2.4
13.0,46.0,2015,4,24.2,14.3,30.0,8.9,3.1,2.8
13.0,46.0,2015,5,20.4,12.1,27.1,3.6,4.0,4.2
13.0,46.0,2015,6,17.0,8.0,25.6,-1.0,3.9,5.2
13.0,46.0,2015,7,16.2,7.6,26.0,0.1,3.7,4.1
13.0,46.0,2015,8,17.9,11.5,31.0,6.2,4.4,3.3
13.0,46.0,2015,9,16.8,8.9,25.2,3.6,3.5,3.1
13.0,46.0,2015,10,18.0,11.9,26.2,4.0,3.6,2.8
13.0,46.0,2015,11,23.1,14.8,28.5,8.4,3.1,2.8
13.0,46.0,2015,12,26.7,18.4,33.8,11.0,3.8,2.8
13.0,46.0,2016,1,28.5,19.8,37.8,15.0,3.4,2.3
13.0,46.0,2016,2,28.9,20.0,37.3,15.4,3.2,2.1
13.0,46.0,2016,3,23.3,16.8,32.0,13.0,3.6,1.9
13.0,46.0,2016,4,19.3,15.2,24.2,5.2,3.5,3.8
13.0,46.0,2016,5,14.4,9.5,20.1,3.6,2.0,2.8
13.0,46.0,2016,6,13.0,6.6,20.0,0.6,2.5,3.3
13.0,46.0,2016,7,13.6,8.0,21.2,2.1,3.2,3.2
13.0,46.0,2016,8,16.5,8.4,26.2,3.6,4.1,2.6
13.0,46.0,2016,9,16.4,9.8,25.2,6.4,4.7,2.2
13.0,46.0,2016,10,20.2,12.7,28.0,6.0,4.2,2.7
13.0,46.0,2016,11,23.7,15.0,31.2,9.2,4.6,2.9
13.0,46.0,2016,12,27.7,18.3,33.8,11.4,3.8,2.7
13.0,46.0,2017,1,28.9,18.7,35.4,12.5,3.1,2.4
13.0,46.0,2017,2,28.6,19.9,33.6,12.0,3.2,2.6
13.0,46.0,2017,3,25.9,16.2,35.0,10.8,3.2,2.8
13.0,46.0,2017,4,22.9,13.6,28.6,7.0,3.2,3.8
13.0,46.0,2017,5,19.2,10.8,27.8,4.6,4.1,3.0
13.0,46.0,2017,6,17.9,7.9,26.6,-0.4,4.6,4.7
13.0,46.0,2017,7,17.0,8.6,25.0,-1.5,4.2,4.3
13.0,46.0,2017,8,18.6,8.7,24.0,2.8,2.9,3.2
13.0,46.0,2017,9,19.4,11.2,28.2,6.5,3.6,2.8
13.0,46.0,2017,10,21.3,11.7,28.1,4.2,3.4,2.9
13.0,46.0,2017,11,24.0,12.6,33.6,8.0,3.6,2.6
13.0,46.0,2017,12,27.8,17.0,35.4,9.8,4.6,3.1
13.0,46.0,2018,1,29.2,18.5,35.9,12.8,3.2,2.8
13.0,46.0,2018,2,28.2,17.7,36.1,11.3,3.8,3.0
13.0,46.0,2018,3,26.4,15.3,33.0,10.2,3.7,2.9
13.0,46.0,2018,4,25.4,17.5,33.2,11.0,3.5,2.5
13.0,46.0,2018,5,19.5,12.1,27.3,5.2,3.5,3.7
13.0,46.0,2018,6,14.5,6.2,20.0,-0.8,2.7,3.3
13.0,46.0,2018,7,13.5,7.4,21.0,2.6,2.7,2.6
13.0,46.0,2018,8,16.2,7.1,27.2,0.3,4.4,2.8
13.0,46.0,2018,9,20.7,11.6,29.2,3.2,3.2,3.0
13.0,46.0,2018,10,21.0,11.4,29.1,5.0,4.0,3.3
13.0,46.0,2018,11,25.1,14.9,33.2,9.2,4.3,3.2
13.0,46.0,2018,12,25.5,15.9,32.0,7.7,4.3,3.4
13.0,46.0,2019,1,27.8,19.1,35.5,13.0,4.0,2.9
13.0,46.0,2019,2,27.1,16.9,34.4,8.9,4.6,3.8
13.0,46.0,2019,3,24.5,15.6,33.1,8.5,3.5,3.0
13.0,46.0,2019,4,22.6,13.0,30.8,8.0,3.6,2.7
13.0,46.0,2019,5,19.4,9.7,24.7,4.9,2.8,2.9
13.0,46.0,2019,6,17.8,9.0,23.3,2.4,2.4,3.6
13.0,46.0,2019,7,14.9,6.0,26.8,-0.5,4.1,3.1
13.0,46.0,2019,8,15.7,6.6,26.2,0.6,4.4,2.9
13.0,46.0,2019,9,18.1,7.1,27.8,1.3,4.8,2.9
13.0,46.0,2019,10,19.8,11.6,29.3,4.8,4.3,3.4
13.0,46.0,2019,11,26.2,15.4,34.6,11.2,3.8,2.5
13.0,46.0,2019,12,28.0,16.0,36.1,11.0,4.6,3.6
13.0,47.0,2013,1,29.1,18.6,36.0,11.8,3.8,2.5
13.0,47.0,2013,2,27.1,17.8,34.0,12.6,4.0,2.5
13.0,47.0,2013,3,23.3,16.0,30.0,9.6,3.5,3.3
13.0,47.0,2013,4,23.1,13.3,28.4,5.3,2.9,2.8
13.0,47.0,2013,5,18.5,9.1,24.0,2.5,3.1,3.0
13.0,47.0,2013,6,16.1,6.7,23.4,-0.8,3.4,3.6
13.0,47.0,2013,7,15.4,5.3,23.4,-0.3,4.4,3.5
13.0,47.0,2013,8,15.4,7.0,25.8,1.2,5.3,3.5
13.0,47.0,2013,9,17.4,8.0,31.2,1.6,5.9,3.1
13.0,47.0,2013,10,21.3,11.6,27.2,6.4,3.9,2.8
13.0,47.0,2013,11,23.4,14.5,31.4,9.0,3.9,3.1
13.0,47.0,2013,12,30.3,15.9,38.0,8.8,4.9,3.4
13.0,47.0,2014,1,28.1,19.4,36.0,12.8,4.4,2.9
13.0,47.0,2014,2,25.6,19.1,34.6,15.0,3.8,1.9
13.0,47.0,2014,3,24.1,15.7,29.6,7.8,2.9,2.8
13.0,47.0,2014,4,21.6,13.8,28.0,7.0,3.0,3.9
13.0,47.0,2014,5,17.3,10.9,22.0,1.6,2.5,3.9
13.0,47.0,2014,6,15.5,7.8,23.2,1.0,2.6,3.4
13.0,47.0,2014,7,15.6,8.8,22.2,0.0,3.5,3.7
13.0,47.0,2014,8,18.1,9.2,29.8,1.8,5.3,4.2
13.0,47.0,2014,9,19.4,10.8,24.0,6.0,2.2,2.6
13.0,47.0,2014,10,22.7,14.7,32.2,6.4,4.6,3.2
13.0,47.0,2014,11,23.9,14.6,31.5,10.2,4.5,2.6
13.0,47.0,2014,12,26.4,17.3,33.3,11.4,4.0,2.7
13.0,47.0,2015,1,26.8,18.6,34.3,12.0,3.5,3.0
13.0,47.0,2015,2,27.6,18.7,33.4,14.6,3.1,1.7
13.0,47.0,2015,3,26.3,17.2,31.4,11.0,4.2,2.4
13.0,47.0,2015,4,24.2,14.3,30.0,8.9,3.1,2.8
13.0,47.0,2015,5,20.4,12.1,27.1,3.6,4.0,4.2
13.0,47.0,2015,6,17.0,8.0,25.6,-1.0,3.9,5.2
13.0,47.0,2015,7,16.2,7.6,26.0,0.1,3.7,4.1
13.0,47.0,2015,8,17.9,11.5,31.0,6.2,4.4,3.3
13.0,47.0,2015,9,16.8,8.9,25.2,3.6,3.5,3.1
13.0,47.0,2015,10,18.0,11.9,26.2,4.0,3.6,2.8
13.0,47.0,2015,11,23.1,14.8,28.5,8.4,3.1,2.8
13.0,47.0,2015,12,26.7,18.4,33.8,11.0,3.8,2.8
13.0,47.0,2016,1,28.5,19.8,37.8,15.0,3.4,2.3
13.0,47.0,2016,2,28.9,20.0,37.3,15.4,3.2,2.1
13.0,47.0,2016,3,23.3,16.8,32.0,13.0,3.6,1.9
13.0,47.0,2016,4,19.3,15.2,24.2,5.2,3.5,3.8
13.0,47.0,2016,5,14.4,9.5,20.1,3.6,2.0,2.8
13.0,47.0,2016,6,13.0,6.6,20.0,0.6,2.5,3.3
13.0,47.0,2016,7,13.6,8.0,21.2,2.1,3.2,3.2
13.0,47.0,2016,8,16.5,8.4,26.2,3.6,4.1,2.6
13.0,47.0,2016,9,16.4,9.8,25.2,6.4,4.7,2.2
13.0,47.0,2016,10,20.2,12.7,28.0,6.0,4.2,2.7
13.0,47.0,2016,11,23.7,15.0,31.2,9.2,4.6,2.9
13.0,47.0,2016,12,27.7,18.3,33.8,11.4,3.8,2.7
13.0,47.0,2017,1,28.9,18.7,35.4,12.5,3.1,2.4
13.0,47.0,2017,2,28.6,19.9,33.6,12.0,3.2,2.6
13.0,47.0,2017,3,25.9,16.2,35.0,10.8,3.2,2.8
13.0,47.0,2017,4,22.9,13.6,28.6,7.0,3.2,3.8
13.0,47.0,2017,5,19.2,10.8,27.8,4.6,4.1,3.0
13.0,47.0,2017,6,17.9,7.9,26.6,-0.4,4.6,4.7
13.0,47.0,2017,7,17.0,8.6,25.0,-1.5,4.2,4.3
13.0,47.0,2017,8,18.6,8.7,24.0,2.8,2.9,3.2
13.0,47.0,2017,9,19.4,11.2,28.2,6.5,3.6,2.8
13.0,47.0,2017,10,21.3,11.7,28.1,4.2,3.4,2.9
13.0,47.0,2017,11,24.0,12.6,33.6,8.0,3.6,2.6
13.0,47.0,2017,12,27.8,17.0,35.4,9.8,4.6,3.1
13.0,47.0,2018,1,29.2,18.5,35.9,12.8,3.2,2.8
13.0,47.0,2018,2,28.2,17.7,36.1,11.3,3.8,3.0
13.0,47.0,2018,3,26.4,15.3,33.0,10.2,3.7,2.9
13.0,47.0,2018,4,25.4,17.5,33.2,11.0,3.5,2.5
13.0,47.0,2018,5,19.5,12.1,27.3,5.2,3.5,3.7
13.0,47.0,2018,6,14.5,6.2,20.0,-0.8,2.7,3.3
13.0,47.0,2018,7,13.5,7.4,21.0,2.6,2.7,2.6
13.0,47.0,2018,8,16.2,7.1,27.2,0.3,4.4,2.8
13.0,47.0,2018,9,20.7,11.6,29.2,3.2,3.2,3.0
13.0,47.0,2018,10,21.0,11.4,29.1,5.0,4.0,3.3
13.0,47.0,2018,11,25.1,14.9,33.2,9.2,4.3,3.2
13.0,47.0,2018,12,25.5,15.9,32.0,7.7,4.3,3.4
13.0,47.0,2019,1,27.8,19.1,35.5,13.0,4.0,2.9
13.0,47.0,2019,2,27.1,16.9,34.4,8.9,4.6,3.8
13.0,47.0,2019,3,24.5,15.6,33.1,8.5,3.5,3.0
13.0,47.0,2019,4,22.6,13.0,30.8,8.0,3.6,2.7
13.0,47.0,2019,5,19.4,9.7,24.7,4.9,2.8,2.9
13.0,47.0,2019,6,17.8,9.0,23.3,2.4,2.4,3.6
13.0,47.0,2019,7,14.9,6.0,26.8,-0.5,4.1,3.1
13.0,47.0,2019,8,15.7,6.6,26.2,0.6,4.4,2.9
13.0,47.0,2019,9,18.1,7.1,27.8,1.3,4.8,2.9
13.0,47.0,2019,10,19.8,11.6,29.3,4.8,4.3,3.4
13.0,47.0,2019,11,26.2,15.4,34.6,11.2,3.8,2.5
13.0,47.0,2019,12,28.0,16.0,36.1,11.0,4.6,3.6
13.0,139.0,2013,1,29.1,18.6,36.0,11.8,3.8,2.5
13.0,139.0,2013,2,27.1,17.8,34.0,12.6,4.0,2.5
13.0,139.0,2013,3,23.3,16.0,30.0,9.6,3.5,3.3
13.0,139.0,2013,4,23.1,13.3,28.4,5.3,2.9,2.8
13.0,139.0,2013,5,18.5,9.1,24.0,2.5,3.1,3.0
13.0,139.0,2013,6,16.1,6.7,23.4,-0.8,3.4,3.6
13.0,139.0,2013,7,15.4,5.3,23.4,-0.3,4.4,3.5
13.0,139.0,2013,8,15.4,7.0,25.8,1.2,5.3,3.5
13.0,139.0,2013,9,17.4,8.0,31.2,1.6,5.9,3.1
13.0,139.0,2013,10,21.3,11.6,27.2,6.4,3.9,2.8
13.0,139.0,2013,11,23.4,14.5,31.4,9.0,3.9,3.1
13.0,139.0,2013,12,30.3,15.9,38.0,8.8,4.9,3.4
13.0,139.0,2014,1,28.1,19.4,36.0,12.8,4.4,2.9
13.0,139.0,2014,2,25.6,19.1,34.6,15.0,3.8,1.9
13.0,139.0,2014,3,24.1,15.7,29.6,7.8,2.9,2.8
13.0,139.0,2014,4,21.6,13.8,28.0,7.0,3.0,3.9
13.0,139.0,2014,5,17.3,10.9,22.0,1.6,2.5,3.9
13.0,139.0,2014,6,15.5,7.8,23.2,1.0,2.6,3.4
13.0,139.0,2014,7,15.6,8.8,22.2,0.0,3.5,3.7
13.0,139.0,2014,8,18.1,9.2,29.8,1.8,5.3,4.2
13.0,139.0,2014,9,19.4,10.8,24.0,6.0,2.2,2.6
13.0,139.0,2014,10,22.7,14.7,32.2,6.4,4.6,3.2
13.0,139.0,2014,11,23.9,14.6,31.5,10.2,4.5,2.6
13.0,139.0,2014,12,26.4,17.3,33.3,11.4,4.0,2.7
13.0,139.0,2015,1,26.8,18.6,34.3,12.0,3.5,3.0
13.0,139.0,2015,2,27.6,18.7,33.4,14.6,3.1,1.7
13.0,139.0,2015,3,26.3,17.2,31.4,11.0,4.2,2.4
13.0,139.0,2015,4,24.2,14.3,30.0,8.9,3.1,2.8
13.0,139.0,2015,5,20.4,12.1,27.1,3.6,4.0,4.2
13.0,139.0,2015,6,17.0,8.0,25.6,-1.0,3.9,5.2
13.0,139.0,2015,7,16.2,7.6,26.0,0.1,3.7,4.1
13.0,139.0,2015,8,17.9,11.5,31.0,6.2,4.4,3.3
13.0,139.0,2015,9,16.8,8.9,25.2,3.6,3.5,3.1
13.0,139.0,2015,10,18.0,11.9,26.2,4.0,3.6,2.8
13.0,139.0,2015,11,23.1,14.8,28.5,8.4,3.1,2.8
13.0,139.0,2015,12,26.7,18.4,33.8,11.0,3.8,2.8
13.0,139.0,2016,1,28.5,19.8,37.8,15.0,3.4,2.3
13.0,139.0,2016,2,28.9,20.0,37.3,15.4,3.2,2.1
13.0,139.0,2016,3,23.3,16.8,32.0,13.0,3.6,1.9
13.0,139.0,2016,4,19.3,15.2,24.2,5.2,3.5,3.8
13.0,139.0,2016,5,14.4,9.5,20.1,3.6,2.0,2.8
13.0,139.0,2016,6,13.0,6.6,20.0,0.6,2.5,3.3
13.0,139.0,2016,7,13.6,8.0,21.2,2.1,3.2,3.2
13.0,139.0,2016,8,16.5,8.4,26.2,3.6,4.1,2.6
13.0,139.0,2016,9,16.4,9.8,25.2,6.4,4.7,2.2
13.0,139.0,2016,10,20.2,12.7,28.0,6.0,4.2,2.7
13.0,139.0,2016,11,23.7,15.0,31.2,9.2,4.6,2.9
13.0,139.0,2016,12,27.7,18.3,33.8,11.4,3.8,2.7
13.0,139.0,2017,1,28.9,18.7,35.4,12.5,3.1,2.4
13.0,139.0,2017,2,28.6,19.9,33.6,12.0,3.2,2.6
13.0,139.0,2017,3,25.9,16.2,35.0,10.8,3.2,2.8
13.0,139.0,2017,4,22.9,13.6,28.6,7.0,3.2,3.8
13.0,139.0,2017,5,19.2,10.8,27.8,4.6,4.1,3.0
13.0,139.0,2017,6,17.9,7.9,26.6,-0.4,4.6,4.7
13.0,139.0,2017,7,17.0,8.6,25.0,-1.5,4.2,4.3
13.0,139.0,2017,8,18.6,8.7,24.0,2.8,2.9,3.2
13.0,139.0,2017,9,19.4,11.2,28.2,6.5,3.6,2.8
13.0,139.0,2017,10,21.3,11.7,28.1,4.2,3.4,2.9
13.0,139.0,2017,11,24.0,12.6,33.6,8.0,3.6,2.6
13.0,139.0,2017,12,27.8,17.0,35.4,9.8,4.6,3.1
13.0,139.0,2018,1,29.2,18.5,35.9,12.8,3.2,2.8
13.0,139.0,2018,2,28.2,17.7,36.1,11.3,3.8,3.0
13.0,139.0,2018,3,26.4,15.3,33.0,10.2,3.7,2.9
13.0,139.0,2018,4,25.4,17.5,33.2,11.0,3.5,2.5
13.0,139.0,2018,5,19.5,12.1,27.3,5.2,3.5,3.7
13.0,139.0,2018,6,14.5,6.2,20.0,-0.8,2.7,3.3
13.0,139.0,2018,7,13.5,7.4,21.0,2.6,2.7,2.6
13.0,139.0,2018,8,16.2,7.1,27.2,0.3,4.4,2.8
13.0,139.0,2018,9,20.7,11.6,29.2,3.2,3.2,3.0
13.0,139.0,2018,10,21.0,11.4,29.1,5.0,4.0,3.3
13.0,139.0,2018,11,25.1,14.9,33.2,9.2,4.3,3.2
13.0,139.0,2018,12,25.5,15.9,32.0,7.7,4.3,3.4
13.0,139.0,2019,1,27.8,19.1,35.5,13.0,4.0,2.9
13.0,139.0,2019,2,27.1,16.9,34.4,8.9,4.6,3.8
13.0,139.0,2019,3,24.5,15.6,33.1,8.5,3.5,3.0
13.0,139.0,2019,4,22.6,13.0,30.8,8.0,3.6,2.7
13.0,139.0,2019,5,19.4,9.7,24.7,4.9,2.8,2.9
13.0,139.0,2019,6,17.8,9.0,23.3,2.4,2.4,3.6
13.0,139.0,2019,7,14.9,6.0,26.8,-0.5,4.1,3.1
13.0,139.0,2019,8,15.7,6.6,26.2,0.6,4.4,2.9
13.0,139.0,2019,9,18.1,7.1,27.8,1.3,4.8,2.9
13.0,139.0,2019,10,19.8,11.6,29.3,4.8,4.3,3.4
13.0,139.0,2019,11,26.2,15.4,34.6,11.2,3.8,2.5
13.0,139.0,2019,12,28.0,16.0,36.1,11.0,4.6,3.6
13.0,239.0,2013,1,29.1,18.6,36.0,11.8,3.8,2.5
13.0,239.0,2013,2,27.1,17.8,34.0,12.6,4.0,2.5
13.0,239.0,2013,3,23.3,16.0,30.0,9.6,3.5,3.3
13.0,239.0,2013,4,23.1,13.3,28.4,5.3,2.9,2.8
13.0,239.0,2013,5,18.5,9.1,24.0,2.5,3.1,3.0
13.0,239.0,2013,6,16.1,6.7,23.4,-0.8,3.4,3.6
13.0,239.0,2013,7,15.4,5.3,23.4,-0.3,4.4,3.5
13.0,239.0,2013,8,15.4,7.0,25.8,1.2,5.3,3.5
13.0,239.0,2013,9,17.4,8.0,31.2,1.6,5.9,3.1
13.0,239.0,2013,10,21.3,11.6,27.2,6.4,3.9,2.8
13.0,239.0,2013,11,23.4,14.5,31.4,9.0,3.9,3.1
13.0,239.0,2013,12,30.3,15.9,38.0,8.8,4.9,3.4
13.0,239.0,2014,1,28.1,19.4,36.0,12.8,4.4,2.9
13.0,239.0,2014,2,25.6,19.1,34.6,15.0,3.8,1.9
13.0,239.0,2014,3,24.1,15.7,29.6,7.8,2.9,2.8
13.0,239.0,2014,4,21.6,13.8,28.0,7.0,3.0,3.9
13.0,239.0,2014,5,17.3,10.9,22.0,1.6,2.5,3.9
13.0,239.0,2014,6,15.5,7.8,23.2,1.0,2.6,3.4
13.0,239.0,2014,7,15.6,8.8,22.2,0.0,3.5,3.7
13.0,239.0,2014,8,18.1,9.2,29.8,1.8,5.3,4.2
13.0,239.0,2014,9,19.4,10.8,24.0,6.0,2.2,2.6
13.0,239.0,2014,10,22.7,14.7,32.2,6.4,4.6,3.2
13.0,239.0,2014,11,23.9,14.6,31.5,10.2,4.5,2.6
13.0,239.0,2014,12,26.4,17.3,33.3,11.4,4.0,2.7
13.0,239.0,2015,1,26.8,18.6,34.3,12.0,3.5,3.0
13.0,239.0,2015,2,27.6,18.7,33.4,14.6,3.1,1.7
13.0,239.0,2015,3,26.3,17.2,31.4,11.0,4.2,2.4
13.0,239.0,2015,4,24.2,14.3,30.0,8.9,3.1,2.8
13.0,239.0,2015,5,20.4,12.1,27.1,3.6,4.0,4.2
13.0,239.0,2015,6,17.0,8.0,25.6,-1.0,3.9,5.2
13.0,239.0,2015,7,16.2,7.6,26.0,0.1,3.7,4.1
13.0,239.0,2015,8,17.9,11.5,31.0,6.2,4.4,3.3
13.0,239.0,2015,9,16.8,8.9,25.2,3.6,3.5,3.1
13.0,239.0,2015,10,18.0,11.9,26.2,4.0,3.6,2.8
13.0,239.0,2015,11,23.1,14.8,28.5,8.4,3.1,2.8
13.0,239.0,2015,12,26.7,18.4,33.8,11.0,3.8,2.8
13.0,239.0,2016,1,28.5,19.8,37.8,15.0,3.4,2.3
13.0,239.0,2016,2,28.9,20.0,37.3,15.4,3.2,2.1
13.0,239.0,2016,3,23.3,16.8,32.0,13.0,3.6,1.9
13.0,239.0,2016,4,19.3,15.2,24.2,5.2,3.5,3.8
13.0,239.0,2016,5,14.4,9.5,20.1,3.6,2.0,2.8
13.0,239.0,2016,6,13.0,6.6,20.0,0.6,2.5,3.3
13.0,239.0,2016,7,13.6,8.0,21.2,2.1,3.2,3.2
13.0,239.0,2016,8,16.5,8.4,26.2,3.6,4.1,2.6
13.0,239.0,2016,9,16.4,9.8,25.2,6.4,4.7,2.2
13.0,239.0,2016,10,20.2,12.7,28.0,6.0,4.2,2.7
13.0,239.0,2016,11,23.7,15.0,31.2,9.2,4.6,2.9
