secc,segm,pesoano,porcentaje_casas,porcentaje_pared_ladrillo,porcentaje_techo_hormigon,porcentaje_piso_con_terminacion,cant_habitaciones_prom,porcentaje_cocina_electrica,tiene_calefon_prom,cant_televisores_prom,ingresos_hogar_prom,cant_ac_prom,porcentaje_calefaccio_electrica
10.0,110.0,414.0,0.821256038647343,1.0,0.9251207729468599,1.0,3.2995169082125604,0.16,1.0,0.9154589371980676,105126.06843800323,1.036231884057971,0.38
10.0,111.0,568.0,0.9647887323943662,0.9278169014084507,0.6637323943661971,0.9383802816901409,2.88556338028169,0.0,0.8661971830985915,0.8063380281690141,74415.23239436619,0.6778169014084507,0.17
10.0,114.0,433.0,1.0,1.0,0.9030023094688222,1.0,4.311778290993072,0.0,1.0,0.8406466512702079,116944.75981524249,1.6674364896073903,0.45
10.0,116.0,661.0,0.5476550680786687,1.0,0.8033282904689864,1.0,2.9288956127080183,0.09,0.9682299546142209,0.800302571860817,79652.32803832577,0.7322239031770046,0.26
10.0,117.0,305.0,0.6557377049180327,1.0,1.0,1.0,3.1901639344262294,0.19,1.0,1.0,86022.1344262295,0.6688524590163935,0.46
10.0,119.0,262.0,0.0,1.0,1.0,1.0,3.1564885496183206,0.0,1.0,0.9312977099236641,68519.45419847328,0.648854961832061,0.49
10.0,120.0,970.0,0.9247422680412372,1.0,0.9020618556701031,0.7360824742268042,3.354639175257732,0.1,0.8381443298969072,0.7195876288659794,48050.533573883156,0.4402061855670103,0.29
10.0,122.0,432.0,0.6134259259259259,1.0,0.9467592592592593,0.9467592592592593,2.3796296296296298,0.11,0.8379629629629629,0.8379629629629629,53936.055555555555,0.5625,0.37
10.0,123.0,545.0,0.44770642201834865,1.0,0.9431192660550459,1.0,2.8,0.04,1.0,0.9596330275229358,93647.39266055045,0.671559633027523,0.46
10.0,124.0,710.0,0.5253521126760563,1.0,0.8915492957746479,1.0,3.0323943661971833,0.12,1.0,0.8549295774647887,94045.67323943663,0.6577464788732394,0.27
10.0,125.0,400.0,0.8975,1.0,0.9225,1.0,3.765,0.1,1.0,0.915,107704.04333333333,0.89,0.18
10.0,126.0,694.0,0.6368876080691642,1.0,1.0,1.0,3.7262247838616713,0.12,1.0,0.9697406340057637,115404.18107588857,0.9553314121037464,0.47
10.0,127.0,616.0,1.0,1.0,0.6022727272727273,0.948051948051948,3.2662337662337664,0.07,0.9188311688311688,0.9204545454545454,78983.49431818182,0.9285714285714286,0.32
10.0,128.0,481.0,0.9604989604989606,1.0,1.0,1.0,3.133056133056133,0.05,0.9604989604989606,0.8918918918918919,56831.33298683299,0.7172557172557172,0.3
10.0,129.0,300.0,0.47333333333333333,1.0,1.0,1.0,3.0733333333333333,0.0,1.0,0.7833333333333333,103091.8,0.68,0.35
10.0,130.0,655.0,0.6290076335877862,1.0,0.8412213740458016,1.0,3.3633587786259542,0.16,0.9679389312977099,0.9725190839694656,96666.95267175573,0.7007633587786259,0.42
10.0,131.0,314.0,0.5796178343949044,1.0,1.0,1.0,3.43312101910828,0.0,0.9267515923566879,0.9267515923566879,84961.76433121019,0.410828025477707,0.2
10.0,132.0,1066.0,0.5328330206378987,0.9606003752345216,0.9390243902439024,1.0,3.25140712945591,0.12,1.0,0.9849906191369606,109066.93183239525,0.9624765478424016,0.52
10.0,133.0,647.0,0.4806800618238022,1.0,1.0,1.0,4.063369397217929,0.18,1.0,0.9397217928902627,160427.68263781557,1.4080370942812983,0.49
10.0,134.0,722.0,0.6066481994459834,1.0,0.9681440443213296,1.0,3.3088642659279777,0.23,1.0,0.8905817174515236,119339.62973222531,1.1149584487534625,0.46
10.0,135.0,654.0,0.6146788990825688,1.0,0.8868501529051988,1.0,3.5305810397553516,0.14,1.0,0.9694189602446484,156023.51885830786,1.775229357798165,0.57
10.0,136.0,819.0,0.9413919413919414,1.0,0.8913308913308914,0.9413919413919414,3.5006105006105006,0.03,1.0,0.9413919413919414,82631.12047212046,0.36874236874236876,0.21
