secc,segm,pesoano,estred13,c1%Casas,c2%Ladrillo,c3%Hormigon,c4%PisoConTerminacion,c5_4,c5_5,c5_7,c5_8,c5_9,d8_4,d9,d10,d14,d20%Electrica,d21_1,d21_2,d21_3,d21_4_1,d21_5_1,d21_9,d21_10,d21_11,d21_12,d21_13,d21_15_2,d21_15_4,d21_16,d23,d24,ht11,YHOG,pobre06,d21_14_1,d260,d260%Electrica
1.0,104.0,111.0,Montevideo Medio,0.1171171171171171,1.0,1.0,1.0,0.0,0.0,0.0,0.3063063063063063,0.3063063063063063,0.0,2.558558558558558,1.5675675675675675,1.3873873873873874,0.0,0.6936936936936937,0.0,1.0,1.5045045045045045,0.0,0.6756756756756757,0.3873873873873873,0.0,0.2072072072072072,0.6936936936936937,0.0,0.3873873873873873,0.3873873873873873,2.3063063063063063,0.3063063063063063,42530.887568388665,1441.381981981982,0.3063063063063063,0.0,,0.17
1.0,105.0,225.0,Montevideo Medio Alto,0.0,1.0,1.0,1.0,0.12,0.0,0.0,0.1644444444444444,0.0,0.0,4.573333333333333,1.9333333333333331,1.8444444444444448,0.09,1.0,0.0,1.0,1.1288888888888888,0.5955555555555555,0.3377777777777778,0.5777777777777777,0.0,0.0933333333333333,1.0,0.0,1.248888888888889,0.7288888888888889,1.6888888888888889,0.0,61357.35345185186,7967.261688888889,0.0,0.3824289405684754,,0.39
3.0,104.0,429.0,Montevideo Medio,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.023310023310023,1.4895104895104896,1.118881118881119,0.17,1.0,0.0,1.0,1.1771561771561772,0.5641025641025641,0.6876456876456877,0.8228438228438228,0.0559440559440559,0.1328671328671328,0.8881118881118881,0.0699300699300699,0.9813519813519812,0.5757575757575758,1.7715617715617715,0.358974358974359,60166.70535353535,7047.500551670552,0.0559440559440559,0.0,,0.25
3.0,202.0,459.0,Montevideo Medio,0.1154684095860566,1.0,1.0,1.0,0.0457516339869281,0.0,0.0,0.1394335511982571,0.0,0.0,3.187363834422658,1.6971677559912854,1.457516339869281,0.08,1.0,0.0,1.0,1.0152505446623097,0.4074074074074074,0.5664488017429193,0.9084967320261438,0.1111111111111111,0.0457516339869281,0.6100217864923747,0.196078431372549,0.9106753812636166,0.7581699346405228,2.054466230936819,0.3180827886710239,69119.60469135802,3890.658562091503,0.0,0.2943327239488117,,0.34
4.0,103.0,834.0,Montevideo Medio Alto,0.0479616306954436,1.0,1.0,1.0,0.0,0.0,0.0,0.0851318944844124,0.0,0.0,2.7697841726618706,1.4436450839328536,1.2841726618705036,0.16,0.922062350119904,0.0779376498800959,1.0,1.103117505995204,0.6486810551558753,0.5491606714628298,0.7242206235011991,0.1390887290167865,0.1247002398081534,0.7925659472422062,0.0731414868105515,1.0167865707434052,0.6103117505995204,1.552757793764988,0.250599520383693,54795.39262190248,5062.291622701838,0.0,0.5577889447236181,,0.4
4.0,204.0,1106.0,Montevideo Medio,0.2992766726943942,1.0,1.0,1.0,0.0,0.0,0.0,0.1509945750452079,0.0515370705244122,0.0,3.2043399638336347,1.7929475587703436,1.2766726943942135,0.04,0.9783001808318263,0.0216998191681736,1.0,1.3471971066907775,0.5578661844484629,0.5723327305605787,0.8571428571428571,0.0226039783001808,0.0804701627486437,0.8508137432188065,0.1998191681735985,1.3905967450271248,0.8634719710669078,2.2142857142857144,0.2603978300180832,69080.41861663653,2181.739882459313,0.0,0.3930957683741648,,0.38
5.0,101.0,816.0,Montevideo Medio Alto,0.0723039215686274,1.0,1.0,1.0,0.0526960784313725,0.0208333333333333,0.0,0.079656862745098,0.0208333333333333,0.0,3.2536764705882355,1.724264705882353,1.5906862745098038,0.13,1.0,0.0,1.0,1.1151960784313726,0.5747549019607843,0.5502450980392157,0.7573529411764706,0.0637254901960784,0.071078431372549,0.8321078431372549,0.0,1.35171568627451,0.741421568627451,1.7144607843137254,0.1776960784313725,60798.55915441177,4837.358897058824,0.0,0.3302411873840445,,0.44
5.0,103.0,634.0,Montevideo Medio Alto,0.250788643533123,1.0,1.0,1.0,0.222397476340694,0.0488958990536277,0.0220820189274447,0.1214511041009463,0.029968454258675,0.0,2.858044164037855,1.5678233438485805,1.0678233438485805,0.06,0.9652996845425869,0.0347003154574132,1.0,0.9779179810725552,0.6072555205047319,0.4211356466876971,0.7886435331230284,0.0347003154574132,0.0,0.7618296529968455,0.2823343848580442,0.9116719242902208,0.7523659305993691,1.7113564668769716,0.2886435331230284,42340.48766035752,4049.110599369085,0.0,0.3913649025069637,,0.4
5.0,105.0,790.0,Montevideo Medio Alto,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0392405063291139,0.0,0.0,3.288607594936709,1.9772151898734176,1.0,0.17,0.9632911392405064,0.0367088607594936,1.0,1.2924050632911392,0.4962025316455696,0.5481012658227848,0.8620253164556962,0.0670886075949367,0.0,0.8126582278481013,0.0354430379746835,0.789873417721519,0.5759493670886076,1.99746835443038,0.1113924050632911,73028.5439029536,4304.46529535865,0.0,0.446685878962536,,0.46
5.0,201.0,940.0,Montevideo Medio Alto,0.0808510638297872,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7329787234042553,2.0074468085106383,1.828723404255319,0.15,0.9457446808510638,0.0542553191489361,0.9723404255319148,1.2095744680851064,0.8021276595744681,0.6478723404255319,0.9351063829787234,0.102127659574468,0.0563829787234042,1.0,0.0351063829787234,1.4138297872340426,0.7936170212765957,1.9946808510638296,0.0553191489361702,89356.94114893618,3636.108212765958,0.0,0.5984848484848485,,0.47
5.0,204.0,864.0,Montevideo Medio,0.1516203703703703,1.0,1.0,1.0,0.0543981481481481,0.0,0.0,0.0266203703703703,0.0,0.0,3.236111111111111,1.7673611111111112,1.0648148148148149,0.1,1.0,0.0,1.0,1.3263888888888888,0.6851851851851852,0.4456018518518518,0.8831018518518519,0.1469907407407407,0.0,0.9525462962962964,0.125,1.2824074074074074,0.7546296296296297,1.6944444444444444,0.2442129629629629,52191.3503742284,2342.386786265432,0.0243055555555555,0.5378151260504201,,0.58
5.0,205.0,679.0,Montevideo Medio Alto,0.6244477172312224,1.0,0.9263622974963182,1.0,0.0736377025036818,0.0456553755522827,0.0,0.1678939617083946,0.0368188512518409,0.0,3.4329896907216493,2.0868924889543448,1.0736377025036818,0.11,0.9543446244477172,0.0456553755522827,1.0,1.2430044182621502,0.8998527245949927,0.7673048600883653,0.9499263622974964,0.1222385861561119,0.0677466863033873,0.8571428571428571,0.2238586156111929,1.3122238586156112,0.833578792341679,2.1988217967599413,0.5817378497790869,55507.8429212386,2615.48586156112,0.0883652430044182,0.3253205128205128,,0.59
6.0,101.0,311.0,Montevideo Medio Alto,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7491961414790995,1.4887459807073955,1.0,0.0,1.0,0.0,1.0,0.9742765273311896,0.842443729903537,0.6495176848874598,0.8520900321543409,0.3954983922829582,0.0,0.9003215434083601,0.090032154340836,1.0128617363344052,0.8167202572347267,1.7491961414790995,0.7877813504823151,85435.26969989281,3684.087234726688,0.0,0.3393665158371041,,0.34
6.0,103.0,513.0,Montevideo Medio Alto,0.0448343079922027,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43859649122807,1.7446393762183237,1.5029239766081872,0.13,1.0,0.0,1.0,1.263157894736842,0.7563352826510721,0.6296296296296297,0.7563352826510721,0.3157894736842105,0.1968810916179337,0.9376218323586744,0.0,1.4015594541910332,0.8713450292397661,1.810916179337232,0.1150097465886939,85959.15553606238,9452.541007147498,0.0,0.45,,0.19
6.0,202.0,922.0,Montevideo Medio Alto,0.2809110629067245,0.972885032537961,0.972885032537961,0.972885032537961,0.0227765726681128,0.0,0.0,0.0,0.0,0.0,3.4023861171366594,2.0325379609544467,1.1648590021691974,0.09,1.0,0.0,1.0,1.3156182212581344,0.5704989154013015,0.7158351409978309,0.8503253796095445,0.1355748373101952,0.0303687635574837,0.8145336225596529,0.1149674620390455,1.5119305856832972,0.7874186550976139,2.298264642082429,0.3177874186550976,58961.26895516992,3394.7376789587847,0.027114967462039,0.3565505804311774,,0.27
6.0,204.0,104.0,Montevideo Medio Alto,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.201923076923077,1.9519230769230769,2.0,0.0,1.0,0.0,1.0,1.7596153846153846,0.4423076923076923,0.75,1.0,0.3076923076923077,0.3076923076923077,0.75,0.0,1.2980769230769231,0.75,1.5576923076923077,0.6153846153846154,67749.32692307692,7150.25,0.0,0.2710120068610634,,0.3
6.0,304.0,845.0,Montevideo Medio Alto,0.0923076923076923,1.0,1.0,1.0,0.0,0.0,0.0,0.0579881656804733,0.0,0.0,3.3124260355029587,1.484023668639053,1.5076923076923077,0.28,0.9680473372781064,0.0710059171597633,1.0,0.97396449704142,0.7502958579881657,0.4804733727810651,0.5775147928994083,0.093491124260355,0.0863905325443787,0.7940828402366864,0.0272189349112426,0.7917159763313609,0.5988165680473373,1.603550295857988,0.2946745562130177,56614.39405389696,8057.798078895464,0.0,0.2405405405405405,,0.27
7.0,10.0,1063.0,Montevideo Medio Alto,0.380997177798683,1.0,0.9717779868297272,1.0,0.1119473189087488,0.0,0.0216368767638758,0.174035747883349,0.0780809031044214,0.0,3.4412041392285984,1.9238005644402636,1.1815616180620885,0.05,0.9746001881467544,0.0253998118532455,1.0,1.5832549388523047,0.4543744120413923,0.6246472248353716,0.8795860771401693,0.174035747883349,0.0545625587958607,0.8560677328316086,0.1326434619002822,1.2483537158984008,0.8447789275634995,2.223894637817497,0.1749764816556914,57968.73928121931,3275.396622765757,0.0,0.3307086614173228,,0.33
7.0,103.0,668.0,Montevideo Medio,0.2005988023952095,1.0,1.0,1.0,0.0553892215568862,0.0,0.0,0.2754491017964072,0.0494011976047904,0.0,2.809880239520958,1.4565868263473054,1.1137724550898205,0.06,1.0,0.0,0.968562874251497,1.4955089820359282,0.3008982035928144,0.3652694610778443,0.5838323353293413,0.0314371257485029,0.0344311377245509,0.8502994011976048,0.092814371257485,1.3323353293413174,0.8308383233532934,1.971556886227545,0.1676646706586826,45701.858536295054,4118.425299401199,0.0,0.2343324250681198,,0.32
7.0,105.0,640.0,Montevideo Medio,0.090625,1.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,2.209375,1.396875,1.1546875,0.26,1.0,0.0,1.0,0.7984375,0.6265625,0.63125,0.5421875,0.1328125,0.0796875,0.8390625,0.2640625,1.325,0.7671875,1.546875,0.2640625,54745.32471354166,11264.850604166668,0.0,0.2326007326007326,,0.59
7.0,106.0,367.0,Montevideo Medio Alto,0.0871934604904632,1.0,1.0,1.0,0.0653950953678474,0.0,0.0,0.0871934604904632,0.0,0.0,3.803814713896458,2.0626702997275204,1.67574931880109,0.1,1.0,0.0,1.0,0.8010899182561307,1.0544959128065394,0.6811989100817438,0.8555858310626703,0.2479564032697547,0.2479564032697547,0.7901907356948229,0.0354223433242506,1.0653950953678477,0.8228882833787466,2.1662125340599454,0.0,72134.3363941871,5993.970735694822,0.0,0.2787524366471735,,0.14
7.0,107.0,648.0,Montevideo Medio,0.2885802469135802,1.0,1.0,1.0,0.0416666666666666,0.0,0.0,0.037037037037037,0.0787037037037037,0.0,2.935185185185185,1.8626543209876545,1.1759259259259258,0.26,0.9629629629629628,0.0,1.0,1.4259259259259258,0.2391975308641975,0.5987654320987654,0.7253086419753086,0.0802469135802469,0.0462962962962962,0.7993827160493827,0.1342592592592592,1.3996913580246917,0.7237654320987654,2.412037037037037,0.2808641975308642,58849.357510288064,2998.8744958847738,0.0,0.3858858858858859,,0.45
7.0,206.0,667.0,Montevideo Medio Alto,0.1724137931034483,1.0,1.0,1.0,0.1499250374812593,0.0,0.0,0.1484257871064467,0.0314842578710644,0.0,3.2038980509745127,1.7436281859070464,1.1559220389805098,0.11,0.952023988005997,0.047976011994003,1.0,1.1604197901049476,0.7361319340329835,0.5847076461769115,0.8320839580209896,0.1334332833583208,0.047976011994003,0.8515742128935532,0.1754122938530734,1.280359820089955,0.7991004497751124,1.9145427286356824,0.2188905547226386,61352.99310844578,5063.314092953523,0.0,0.2211538461538461,,0.44
7.0,207.0,585.0,Montevideo Medio,0.5213675213675214,1.0,0.9658119658119658,1.0,0.0923076923076923,0.0,0.0,0.0854700854700854,0.0,0.0,3.261538461538461,1.7777777777777777,1.3675213675213675,0.0,0.9777777777777776,0.0222222222222222,1.0,1.1794871794871795,0.588034188034188,0.535042735042735,0.8102564102564103,0.0529914529914529,0.0,0.8170940170940171,0.2427350427350427,1.0136752136752136,0.8153846153846154,2.393162393162393,0.2153846153846154,48497.69750997151,2567.501937321937,0.0,0.4331337325349301,,0.29
7.0,208.0,238.0,Montevideo Medio,0.2521008403361344,1.0,1.0,1.0,0.0,0.0,0.0,0.1302521008403361,0.1302521008403361,0.0,3.26890756302521,1.907563025210084,1.100840336134454,0.0,1.0,0.0,1.0,1.1554621848739497,0.4117647058823529,0.8277310924369747,1.0,0.1050420168067226,0.0,0.9285714285714286,0.0,0.8235294117647058,0.5798319327731093,1.6974789915966386,0.1218487394957983,48502.4505882353,996.2215966386556,0.0,0.6614583333333334,,0.59
8.0,2.0,201.0,Montevideo Medio Alto,1.0,1.0,1.0,1.0,0.0696517412935323,0.0,0.0,0.1144278606965174,0.1144278606965174,0.0,4.865671641791045,2.2487562189054726,1.2487562189054726,0.14,0.9154228855721394,0.0,1.0,1.6069651741293531,0.5920398009950248,0.6069651741293532,0.8109452736318408,0.208955223880597,0.0,0.5671641791044776,0.1094527363184079,1.2786069651741294,0.4975124378109453,2.054726368159204,0.1393034825870646,55918.33587064676,4354.027412935324,0.0,0.2859848484848485,,0.45
8.0,4.0,910.0,Montevideo Medio,0.8571428571428571,1.0,0.9758241758241758,1.0,0.0538461538461538,0.0,0.0,0.1571428571428571,0.1241758241758241,0.0,3.964835164835165,2.0846153846153848,1.2065934065934063,0.0,0.9692307692307692,0.0,1.0,1.6604395604395603,0.6252747252747253,0.7021978021978021,0.9692307692307692,0.156043956043956,0.056043956043956,0.912087912087912,0.3296703296703296,1.1824175824175824,0.8164835164835165,2.363736263736264,0.6098901098901099,60933.43755348994,2534.7736483516483,0.0615384615384615,0.5188172043010753,,0.34
8.0,10.0,234.0,Montevideo Medio,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.034188034188034,1.8461538461538465,1.1324786324786325,0.06,1.0,0.0,1.0,0.3888888888888889,1.252136752136752,0.7564102564102564,1.0,0.1837606837606837,0.0,1.0,0.1367521367521367,2.183760683760684,1.0,1.6581196581196582,0.2649572649572649,89886.43162393162,1751.2892307692307,0.0,0.1344827586206896,,0.7
8.0,13.0,744.0,Montevideo Medio,0.4045698924731182,1.0,1.0,1.0,0.1922043010752688,0.0376344086021505,0.0,0.064516129032258,0.1021505376344086,0.0,3.014784946236559,1.793010752688172,1.1801075268817205,0.0,0.9005376344086021,0.0228494623655914,1.0,1.3010752688172045,0.657258064516129,0.532258064516129,0.8131720430107527,0.0349462365591397,0.0349462365591397,0.7755376344086021,0.2258064516129032,1.1801075268817205,0.7365591397849462,2.1881720430107525,0.4018817204301075,48829.19394231641,3468.718588709677,0.1129032258064516,0.1724806201550387,,0.58
8.0,111.0,1063.0,Montevideo Medio Alto,0.1232361241768579,1.0,1.0,1.0,0.077140169332079,0.0,0.0,0.0206961429915333,0.0,0.0,3.4835371589840074,1.848541862652869,1.1890874882408278,0.05,0.9717779868297272,0.0282220131702728,1.0,1.1862652869238006,0.6801505174035748,0.7478833490122295,0.8617121354656632,0.0874882408278457,0.0,0.9049858889934148,0.2041392285983067,1.354656632173095,0.7384760112888052,1.9397930385700848,0.2285983066792097,60140.84520539354,3626.590213232989,0.0,0.3856209150326797,,0.2
8.0,314.0,277.0,Montevideo Medio,0.5848375451263538,1.0,1.0,1.0,0.111913357400722,0.0,0.0,0.3032490974729241,0.0,0.0,3.184115523465704,1.469314079422383,1.1985559566787003,0.0,0.9494584837545126,0.0,0.8880866425992779,0.8844765342960289,0.3393501805054151,0.4115523465703971,0.6353790613718412,0.0,0.0,0.6498194945848376,0.2021660649819494,0.9386281588447654,0.8375451263537906,1.6425992779783394,0.0,34652.78592057761,1352.3873646209386,0.1046931407942238,0.0732265446224256,,0.18
9.0,1.0,297.0,Montevideo Bajo,1.0,1.0,0.3198653198653198,0.4848484848484848,0.2794612794612794,0.1851851851851851,0.0,0.0,0.1077441077441077,0.8956228956228957,2.653198653198653,1.915824915824916,0.925925925925926,0.54,0.2996632996632997,0.0909090909090909,0.797979797979798,1.387205387205387,0.0808080808080808,0.1952861952861952,0.7272727272727273,0.0,0.0,0.5117845117845118,0.9764309764309764,0.3905723905723905,0.3905723905723905,2.451178451178451,1.2188552188552189,32793.99237223465,4492.566969696969,0.2861952861952861,0.086890243902439,,0.41
9.0,3.0,283.0,Montevideo Medio Bajo,1.0,1.0,0.4381625441696113,0.5830388692579506,0.2120141342756183,0.0,0.0,0.1024734982332155,0.1024734982332155,0.0,3.508833922261484,2.081272084805654,0.8975265017667845,0.0,0.734982332155477,0.1625441696113074,1.0,1.7597173144876326,0.1060070671378091,0.6855123674911661,0.7879858657243817,0.1060070671378091,0.0,0.6890459363957597,0.7455830388692579,0.4063604240282685,0.4063604240282685,3.2120141342756185,0.8692579505300353,38166.31397003016,4465.90367491166,0.2226148409893993,0.4175257731958763,,0.13
9.0,5.0,331.0,Montevideo Medio Bajo,0.7069486404833837,1.0,0.7129909365558912,0.918429003021148,0.1601208459214501,0.0785498489425981,0.0,0.0815709969788519,0.0815709969788519,0.0,3.4441087613293053,2.1268882175226587,1.1450151057401812,0.08,0.7854984894259819,0.1691842900302115,0.9546827794561934,1.4380664652567976,0.1722054380664652,0.3353474320241691,0.9335347432024168,0.0,0.0,0.56797583081571,0.0876132930513595,0.3081570996978852,0.3081570996978852,2.1691842900302114,0.3625377643504531,43481.53422960725,1815.4106042296075,0.0,0.3785046728971962,,0.21
9.0,8.0,717.0,Montevideo Medio,0.9693165969316596,1.0,0.7768479776847977,1.0,0.0711297071129707,0.0822873082287308,0.0376569037656903,0.0376569037656903,0.0,0.0,3.609483960948396,1.9679218967921897,1.0725244072524407,0.07,0.9177126917712692,0.0822873082287308,1.0,1.4225941422594142,0.5090655509065551,0.5815899581589958,0.9218967921896792,0.1450488145048814,0.0418410041841004,0.7447698744769874,0.2301255230125523,0.9302649930264992,0.5523012552301255,2.157601115760112,0.4309623430962343,59508.82078031261,4080.287852161785,0.0376569037656903,0.5427509293680297,,0.0
9.0,15.0,693.0,Montevideo Medio,0.7128427128427128,0.9134199134199136,0.556998556998557,0.8513708513708513,0.1183261183261183,0.0346320346320346,0.0,0.0389610389610389,0.0,0.0,3.6103896103896105,2.027417027417028,1.0476190476190477,0.0,0.9206349206349206,0.0793650793650793,1.0,1.0865800865800863,0.6897546897546898,0.4992784992784992,0.8427128427128427,0.2121212121212121,0.0461760461760461,0.7691197691197691,0.2857142857142857,0.8961038961038961,0.5512265512265512,2.3145743145743145,0.5757575757575758,55427.799406747865,5101.144497354498,0.0476190476190476,0.5813953488372093,,0.45
9.0,18.0,641.0,Montevideo Medio Bajo,0.6443057722308893,0.9126365054602184,0.6911076443057722,0.6521060842433697,0.3088923556942278,0.1014040561622464,0.0,0.0858034321372854,0.0,0.1856474258970359,2.8954758190327614,1.8049921996879876,1.0514820592823713,0.13,0.6973478939157566,0.078003120124805,0.9625585023400935,1.2979719188767551,0.358814352574103,0.3463338533541342,0.6552262090483619,0.0826833073322932,0.0,0.4602184087363494,0.4742589703588143,0.4633385335413416,0.3650546021840873,2.12792511700468,1.1466458658346337,37149.49776387968,3720.67608424337,0.2730109204368174,0.4671916010498688,,0.32
9.0,21.0,129.0,Montevideo Medio,1.0,1.0,0.8372093023255814,1.0,0.2015503875968992,0.0,0.0,0.2170542635658914,0.0,0.0,3.868217054263566,1.62015503875969,1.2170542635658914,0.22,0.7984496124031008,0.2015503875968992,1.0,1.6356589147286822,0.4341085271317829,0.4341085271317829,0.6356589147286822,0.4341085271317829,0.2170542635658914,0.4341085271317829,0.0,0.8527131782945736,0.6356589147286822,2.255813953488372,0.0,37555.45736434109,3338.558139534884,0.0,0.5182186234817814,,0.29
9.0,28.0,376.0,Montevideo Medio Alto,1.0,0.9335106382978724,0.6462765957446809,1.0,0.1276595744680851,0.0,0.0,0.0,0.0824468085106382,0.0,3.529255319148936,2.0824468085106385,1.0,0.0,1.0,0.0,1.0,1.5398936170212767,0.3457446808510638,0.6409574468085106,1.0,0.0664893617021276,0.0,0.723404255319149,0.324468085106383,1.0159574468085106,0.7845744680851063,2.595744680851064,0.2686170212765957,47076.41586879433,2300.8612765957446,0.0691489361702127,0.6088560885608856,,0.39
9.0,29.0,579.0,Montevideo Medio Bajo,0.9050086355785838,0.8652849740932642,0.613126079447323,0.917098445595855,0.2677029360967184,0.0587219343696027,0.0,0.0604490500863557,0.0967184801381692,0.0,3.545768566493955,2.005181347150259,1.0,0.0,0.9015544041450776,0.0,1.0,1.523316062176166,0.4196891191709844,0.5181347150259067,0.6994818652849741,0.0518134715025906,0.0,0.5181347150259067,0.0449050086355785,0.690846286701209,0.4352331606217616,2.6407599309153715,0.2469775474956822,42610.936217616574,2854.727340241796,0.0,0.2191358024691358,,0.2
