secc,segm,pesoano,estred13,c1%Casas,c2%Ladrillo,c3%Hormigon,c4%PisoConTerminacion,c5_4,c5_5,c5_7,c5_8,c5_9,d8_4,d9,d10,d14,d20%Electrica,d21_1,d21_2,d21_3,d21_4_1,d21_5_1,d21_9,d21_10,d21_11,d21_12,d21_13,d21_15_2,d21_15_4,d21_16,d23,d24,ht11,YHOG,pobre06,d21_14_1,d260%Electrica
5.0,204.0,648.0,Montevideo Medio,0.3194444444444444,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08024691358024691,0.0,3.3472222222222223,1.8209876543209877,1.279320987654321,0.03,1.0,0.05401234567901234,1.0,0.7145061728395061,1.0817901234567902,0.5509259259259259,0.8657407407407407,0.15123456790123457,0.041666666666666664,0.9182098765432098,0.046296296296296294,1.3410493827160495,0.8317901234567902,2.04320987654321,0.3966049382716049,66314.29475308642,5390.527777777778,0.0,0.5601851851851852,0.0
5.0,205.0,1044.0,Montevideo Medio Alto,0.42337164750957856,1.0,0.9386973180076629,1.0,0.04980842911877394,0.022030651340996167,0.0,0.028735632183908046,0.027777777777777776,0.0,3.485632183908046,1.9118773946360152,1.1197318007662835,0.05,0.9674329501915708,0.08524904214559387,1.0,1.0114942528735633,1.1101532567049808,0.6848659003831418,0.9195402298850575,0.02490421455938697,0.0,0.9147509578544061,0.21168582375478928,1.7116858237547892,0.8735632183908046,2.2337164750957856,0.4492337164750958,76588.967752235,3474.1660280970623,0.0,0.4396551724137931,0.0
6.0,101.0,809.0,Montevideo Medio Alto,0.0,1.0,1.0,1.0,0.038318912237330034,0.0,0.0,0.0,0.038318912237330034,0.0,3.142150803461063,1.9295426452410382,1.2521631644004945,0.2,1.0,0.0,1.0,0.646477132262052,1.2583436341161929,0.6823238566131026,0.8850432632880099,0.1273176761433869,0.038318912237330034,0.8702101359703337,0.17181705809641531,1.4511742892459827,0.9431396786155748,1.969097651421508,0.47342398022249693,101552.23918417798,4373.674289245982,0.0,0.40914709517923364,0.0
6.0,103.0,632.0,Montevideo Medio Alto,0.04113924050632911,1.0,1.0,1.0,0.0,0.0,0.0,0.0949367088607595,0.05221518987341772,0.0,3.4098101265822787,1.7974683544303798,1.5126582278481013,0.14,1.0,0.04272151898734177,1.0,0.7136075949367089,1.1281645569620253,0.36075949367088606,0.8465189873417721,0.17563291139240506,0.0,0.8212025316455697,0.0,1.5490506329113924,0.8734177215189873,2.1139240506329116,0.19145569620253164,83407.430907173,9022.74841772152,0.0,0.30854430379746833,0.0
6.0,202.0,582.0,Montevideo Medio Alto,0.09621993127147767,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05154639175257732,0.0,3.268041237113402,1.9828178694158076,1.2336769759450172,0.13,1.0,0.0,1.0,1.140893470790378,0.9948453608247423,0.4639175257731959,0.8230240549828178,0.15807560137457044,0.140893470790378,0.8006872852233677,0.0,1.2903780068728523,0.7714776632302406,2.0189003436426116,0.05154639175257732,82217.16365979382,5209.716924398625,0.0,0.5309278350515464,0.0
6.0,204.0,302.0,Montevideo Medio Alto,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.185430463576159,1.0298013245033113,1.3708609271523178,0.08,0.9006622516556292,0.09933774834437085,1.0,0.7615894039735099,0.8410596026490066,0.19205298013245034,0.7715231788079471,0.0,0.0,0.9238410596026491,0.08278145695364239,0.847682119205298,0.7649006622516556,1.3211920529801324,0.0,54245.246136865346,4273.292494481236,0.0,0.304635761589404,0.0
6.0,304.0,457.0,Montevideo Medio Alto,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1400437636761488,0.06564551422319474,0.0,3.1181619256017505,1.62363238512035,1.4814004376367615,0.26,0.862144420131291,0.13785557986870897,1.0,0.5470459518599562,0.9146608315098468,0.2100656455142232,0.5273522975929978,0.15973741794310722,0.05032822757111598,0.8927789934354485,0.0,1.262582056892779,0.8818380743982495,1.5229759299781183,0.07221006564551423,65282.76805251641,10521.932895696573,0.0,0.3150984682713348,0.0
7.0,10.0,956.0,Montevideo Medio Alto,0.47489539748953974,0.9822175732217573,0.9822175732217573,1.0,0.058577405857740586,0.0,0.0,0.10774058577405858,0.07845188284518828,0.0,3.7081589958158996,2.1255230125523012,1.5125523012552302,0.05,0.9288702928870293,0.10460251046025104,1.0,0.6202928870292888,1.2332635983263598,0.4456066945606695,0.950836820083682,0.12238493723849372,0.15481171548117154,0.8043933054393305,0.29497907949790797,1.3294979079497908,0.8221757322175732,2.0334728033472804,0.698744769874477,98900.57095536959,8078.566422594142,0.02405857740585774,0.6642259414225942,0.0
7.0,103.0,453.0,Montevideo Medio,0.20088300220750552,1.0,1.0,1.0,0.04194260485651214,0.0,0.0,0.1368653421633554,0.1390728476821192,0.0,2.6887417218543046,1.6467991169977925,1.3090507726269316,0.15,1.0,0.0,1.0,0.9933774834437086,1.163355408388521,0.5033112582781457,0.7505518763796909,0.11037527593818984,0.0,0.8123620309050773,0.2052980132450331,1.5165562913907285,0.6799116997792495,2.0596026490066226,0.2097130242825607,68716.57395143488,3587.5871964679914,0.0,0.32450331125827814,0.0
7.0,105.0,629.0,Montevideo Medio,0.17488076311605724,1.0,1.0,1.0,0.11287758346581876,0.0,0.0,0.10810810810810811,0.09379968203497616,0.0,1.78060413354531,1.2702702702702702,1.0731319554848966,0.06,0.9443561208267091,0.05564387917329094,1.0,0.548489666136725,0.5643879173290938,0.2575516693163752,0.3656597774244833,0.046104928457869634,0.05564387917329094,0.6406995230524642,0.13354531001589826,0.7694753577106518,0.724960254372019,1.426073131955485,0.21939586645468998,45507.53047164811,14373.830948595654,0.0492845786963434,0.4292527821939587,0.0
7.0,106.0,431.0,Montevideo Medio Alto,0.21577726218097448,1.0,1.0,1.0,0.06728538283062645,0.0,0.0,0.11600928074245939,0.0765661252900232,0.0,3.3805104408352666,1.580046403712297,1.3248259860788862,0.16,1.0,0.07192575406032482,0.9234338747099768,0.9721577726218097,1.0208816705336428,0.5011600928074246,0.8236658932714617,0.05336426914153132,0.0,0.888631090487239,0.14849187935034802,1.3016241299303943,0.8283062645011601,1.5336426914153132,0.20417633410672853,73214.92730085074,10910.726218097449,0.0,0.33410672853828305,0.0
7.0,107.0,316.0,Montevideo Medio,0.49050632911392406,1.0,1.0,1.0,0.0,0.0,0.0,0.43037974683544306,0.22468354430379747,0.0,2.8259493670886076,1.4303797468354431,1.0917721518987342,0.0,0.9113924050632911,0.08860759493670886,1.0,0.7151898734177216,1.0791139240506329,0.3259493670886076,0.7911392405063291,0.09177215189873418,0.0,0.7468354430379747,0.22784810126582278,1.3575949367088607,0.8449367088607594,1.7626582278481013,0.20569620253164558,51205.16244725738,976.1139240506329,0.0,0.4873417721518987,0.0
7.0,206.0,413.0,Montevideo Medio Alto,0.1937046004842615,1.0,0.9200968523002422,1.0,0.3099273607748184,0.07021791767554479,0.0,0.07021791767554479,0.0,0.0,4.128329297820823,2.162227602905569,1.549636803874092,0.0,1.0,0.04116222760290557,0.9588377723970944,0.9588377723970944,1.3268765133171914,0.6053268765133172,1.0,0.26150121065375304,0.09927360774818401,0.9564164648910412,0.15254237288135594,2.2542372881355934,0.9588377723970944,2.181598062953995,0.864406779661017,96652.71912832929,6008.047619047618,0.0,0.9564164648910412,0.0
7.0,207.0,547.0,Montevideo Medio,0.42047531992687387,1.0,1.0,1.0,0.22120658135283364,0.04753199268738574,0.0,0.09689213893967093,0.04753199268738574,0.0,3.3016453382084094,1.740402193784278,1.0585009140767825,0.2,0.9414990859232175,0.05850091407678245,1.0,0.583180987202925,0.9707495429616088,0.283363802559415,0.8372943327239488,0.12248628884826325,0.05850091407678245,0.7239488117001828,0.26142595978062155,1.1992687385740401,0.6563071297989032,2.250457038391225,0.26142595978062155,69948.47044485071,3963.367458866545,0.0,0.5575868372943327,0.0
7.0,208.0,487.0,Montevideo Medio,0.2648870636550308,1.0,1.0,1.0,0.06981519507186858,0.061601642710472276,0.0,0.2402464065708419,0.10882956878850103,0.0,3.64476386036961,2.2258726899383983,1.2505133470225873,0.06,1.0,0.0,1.0,1.3182751540041069,1.1190965092402465,0.5441478439425051,0.8706365503080082,0.12525667351129363,0.0,0.757700205338809,0.4004106776180698,1.1704312114989732,0.8829568788501027,2.293634496919918,0.5154004106776181,77682.79055441478,3210.829568788501,0.0,0.6899383983572895,0.0
8.0,2.0,647.0,Montevideo Medio Alto,0.6599690880989181,1.0,0.9598145285935085,1.0,0.061823802163833076,0.0,0.0,0.17156105100463678,0.1143740340030912,0.0571870170015456,3.7496136012364762,2.0370942812983,1.3539412673879443,0.04,1.0,0.0401854714064915,1.0,0.7480680061823802,1.1530139103554868,0.44976816074188564,0.973724884080371,0.027820710973724884,0.0,0.9211746522411128,0.17156105100463678,1.302936630602782,0.9598145285935085,2.126738794435858,0.24574961360123648,81621.85729005668,4108.599175682638,0.0,0.4868624420401855,0.0
8.0,4.0,756.0,Montevideo Medio,0.716931216931217,1.0,0.8822751322751323,1.0,0.14814814814814814,0.03042328042328042,0.0,0.1746031746031746,0.12698412698412698,0.0,3.425925925925926,2.113756613756614,1.0793650793650793,0.0,1.0,0.0,1.0,0.996031746031746,0.8412698412698413,0.49206349206349204,0.8558201058201058,0.09126984126984126,0.03306878306878307,0.7235449735449735,0.2804232804232804,1.123015873015873,0.5555555555555556,2.32010582010582,0.5277777777777778,60907.7032627866,4689.797178130512,0.09126984126984126,0.37433862433862436,0.0
8.0,10.0,397.0,Montevideo Medio,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1209068010075565,1.8967254408060454,1.2267002518891688,0.0,1.0,0.0,1.0,0.327455919395466,1.3929471032745593,0.5843828715365239,0.9168765743073047,0.2367758186397985,0.07808564231738035,1.0,0.3677581863979849,2.6700251889168767,1.0,1.81360201511335,0.6851385390428212,109828.43870696893,10337.257346767421,0.0,0.4760705289672544,0.0
8.0,13.0,154.0,Montevideo Medio,0.8311688311688312,1.0,0.8506493506493507,0.8506493506493507,0.6818181818181818,0.2012987012987013,0.0,0.0,0.0,0.0,3.642857142857143,1.8506493506493507,1.4025974025974026,0.0,1.0,0.16883116883116883,0.7597402597402597,1.0,0.6493506493506493,0.6103896103896104,0.44155844155844154,0.0,0.0,0.6103896103896104,0.16883116883116883,1.2922077922077921,0.8506493506493507,1.8506493506493507,0.0,68102.3051948052,12163.188311688311,0.0,0.2012987012987013,0.0
8.0,111.0,501.0,Montevideo Medio Alto,0.05389221556886228,1.0,1.0,1.0,0.05189620758483034,0.0,0.0,0.0658682634730539,0.0,0.0,3.3353293413173652,1.7764471057884232,1.471057884231537,0.05,1.0,0.0,1.0,0.7664670658682635,1.5049900199600799,0.6067864271457086,0.9341317365269461,0.2874251497005988,0.17964071856287425,0.8802395209580839,0.5588822355289421,1.8223552894211577,0.9421157684630739,2.153692614770459,0.5548902195608783,94323.59946773121,3717.3473053892217,0.0,0.6227544910179641,0.0
8.0,314.0,461.0,Montevideo Medio,0.38611713665943603,1.0,1.0,0.9392624728850325,0.04772234273318872,0.0,0.0,0.13232104121475055,0.05639913232104121,0.0,2.7939262472885034,1.6225596529284165,1.1106290672451193,0.06,1.0,0.0,1.0,1.0715835140997831,0.403470715835141,0.2559652928416486,0.7180043383947939,0.0,0.0,0.8785249457700651,0.19088937093275488,0.9175704989154013,0.48590021691973967,2.0780911062906724,0.04772234273318872,63797.12942877802,2466.483007953724,0.06073752711496746,0.16052060737527116,0.0
9.0,1.0,161.0,Montevideo Bajo,1.0,1.0,0.6459627329192547,0.6273291925465838,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,3.658385093167702,2.2919254658385095,1.0,0.0,1.0,0.21739130434782608,1.0,1.0186335403726707,0.6211180124223602,0.42857142857142855,0.782608695652174,0.0,0.0,0.84472049689441,0.6273291925465838,1.2670807453416149,0.84472049689441,3.3354037267080745,0.19875776397515527,50174.75155279503,6296.869565217391,0.19875776397515527,0.2111801242236025,0.0
9.0,3.0,281.0,Montevideo Medio Bajo,1.0,1.0,0.5907473309608541,0.8754448398576512,0.12455516014234876,0.0,0.0,0.06405693950177936,0.06405693950177936,0.0,2.8256227758007118,1.8220640569395017,1.0,0.0,0.7259786476868327,0.12455516014234876,0.9359430604982206,1.217081850533808,0.2491103202846975,0.2313167259786477,0.6761565836298933,0.0,0.0,0.18149466192170818,0.49466192170818507,0.2277580071174377,0.5693950177935944,2.195729537366548,1.103202846975089,47124.00355871886,3916.612099644128,0.08540925266903915,0.0,0.0
9.0,5.0,573.0,Montevideo Medio Bajo,0.7923211169284468,1.0,0.9406631762652705,1.0,0.1518324607329843,0.0,0.0,0.0,0.0,0.0,3.6649214659685865,2.223385689354276,1.1727748691099475,0.0,0.8324607329842932,0.1082024432809773,0.9406631762652705,1.1710296684118673,0.7277486910994765,0.2757417102966841,0.881326352530541,0.0,0.0,0.7452006980802792,0.41535776614310643,0.9842931937172775,0.5828970331588132,2.5287958115183247,0.5165794066317626,64618.1268179174,2005.998254799302,0.10296684118673648,0.16928446771378708,0.0
9.0,8.0,523.0,Montevideo Medio,0.7495219885277247,1.0,0.9483747609942639,1.0,0.0,0.05736137667304015,0.0,0.036328871892925434,0.036328871892925434,0.0,3.5564053537284894,2.0535372848948374,1.118546845124283,0.17,0.9311663479923518,0.0,1.0,1.0860420650095601,0.847036328871893,0.5047801147227533,1.0,0.0,0.11854684512428298,0.869980879541109,0.2294455066921606,0.9847036328871893,0.734225621414914,2.2198852772466537,0.367112810707457,86983.22562141491,4678.3116634799235,0.06883365200764818,0.7476099426386233,0.0
9.0,15.0,263.0,Montevideo Medio,0.6121673003802282,1.0,0.7680608365019012,0.9049429657794676,0.0,0.0,0.0,0.08745247148288973,0.08745247148288973,0.0,3.7490494296577945,2.296577946768061,1.0,0.0,1.0,0.0,1.0,1.6197718631178708,0.9011406844106464,0.5817490494296578,1.0,0.13688212927756654,0.0,0.714828897338403,0.0,0.9961977186311787,0.7224334600760456,2.703422053231939,0.3840304182509506,65004.761723700896,3970.278833967047,0.0,0.40304182509505704,0.0
9.0,18.0,669.0,Montevideo Medio Bajo,0.820627802690583,1.0,0.796711509715994,0.7892376681614349,0.12855007473841554,0.09417040358744394,0.0,0.08669656203288491,0.04783258594917788,0.30194319880418535,3.179372197309417,1.8251121076233183,1.0792227204783258,0.04,0.7802690582959642,0.21076233183856502,1.0,1.4200298953662183,0.7683109118086696,0.45440956651718983,0.7862481315396114,0.0,0.03587443946188341,0.624813153961136,0.414050822122571,0.8475336322869955,0.5904334828101644,2.3452914798206277,0.6651718983557549,39564.831091180866,3768.813153961136,0.30493273542600896,0.4499252615844544,0.0
9.0,21.0,427.0,Montevideo Medio,0.6651053864168618,1.0,0.7845433255269321,1.0,0.07728337236533958,0.0,0.0,0.07494145199063232,0.0,0.0,3.4847775175644027,1.8594847775175645,1.1498829039812646,0.0,0.9227166276346604,0.07728337236533958,1.0,0.8032786885245902,1.0913348946135832,0.42857142857142855,1.0,0.0,0.0,0.9250585480093677,0.5690866510538641,1.2318501170960188,0.8173302107728337,2.0960187353629975,0.4028103044496487,76424.9406713505,21351.222482435598,0.07494145199063232,0.7611241217798594,0.0
9.0,28.0,98.0,Montevideo Medio Alto,1.0,1.0,0.5306122448979592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.7448979591836733,1.5408163265306123,0.0,1.0,0.0,1.0,1.0612244897959184,1.816326530612245,0.8163265306122449,0.8163265306122449,0.0,0.25510204081632654,1.0,0.0,1.5612244897959184,1.0,2.3877551020408165,0.2857142857142857,72559.13265306123,2188.285714285714,0.0,1.316326530612245,0.0
9.0,29.0,950.0,Montevideo Medio Bajo,1.0,0.9463157894736842,0.6957894736842105,0.9189473684210526,0.19789473684210526,0.0,0.03263157894736842,0.02736842105263158,0.02631578947368421,0.0,3.0778947368421052,1.7463157894736843,1.0863157894736841,0.0,0.891578947368421,0.024210526315789474,0.9705263157894737,1.0157894736842106,0.8842105263157894,0.37684210526315787,0.8315789473684211,0.13578947368421052,0.0,0.5873684210526315,0.5547368421052632,0.9010526315789473,0.6178947368421053,2.256842105263158,0.5873684210526315,51758.858596491234,3682.159298245614,0.11473684210526315,0.5431578947368421,0.0
9.0,30.0,269.0,Montevideo Medio,1.0,0.8921933085501859,0.8215613382899628,0.929368029739777,0.10780669144981413,0.1895910780669145,0.0,0.0,0.0,0.0,3.9182156133828996,2.1561338289962824,1.0,0.0,1.0,0.0,1.0,1.3494423791821561,1.003717472118959,0.5390334572490706,0.7657992565055762,0.0,0.0,0.7211895910780669,1.063197026022305,1.0520446096654275,0.929368029739777,2.4014869888475836,0.8178438661710037,63858.01115241636,3912.8996282527883,0.11524163568773234,0.4646840148698885,0.0
9.0,31.0,300.0,Montevideo Medio,1.0,1.0,0.6866666666666666,1.0,0.10333333333333333,0.0,0.0,0.0,0.07666666666666666,0.0,3.52,2.24,1.0,0.0,0.9233333333333333,0.0,1.0,1.0566666666666666,1.2233333333333334,0.32,0.82,0.0,0.0,0.6533333333333333,0.11,0.8966666666666666,0.5433333333333333,2.933333333333333,0.23666666666666666,63267.33111111112,1763.44,0.11,0.5633333333333334,0.0
9.0,33.0,1070.0,Montevideo Medio,1.0,1.0,0.7121495327102804,0.9214953271028037,0.08130841121495327,0.0,0.02897196261682243,0.10186915887850467,0.0,0.0,3.542056074766355,2.074766355140187,1.1168224299065421,0.03,0.9420560747663551,0.027102803738317756,1.0,1.0214953271028038,0.7738317757009345,0.4691588785046729,0.9476635514018692,0.09158878504672897,0.0,0.7504672897196262,0.2336448598130841,0.8906542056074767,0.7401869158878505,2.4897196261682244,0.39626168224299063,67970.2875389408,3702.162928348909,0.0,0.3448598130841122,0.0
9.0,47.0,3051.0,Montevideo Bajo,0.9773844641101278,0.9403474270730908,0.4922976073418551,0.5601442150114716,0.2530317928548017,0.08161258603736479,0.05178629957391019,0.13405440839069158,0.055719436250409704,0.7240249098656178,3.2225499836119305,2.071779744346116,1.0331039003605376,0.09,0.7921992789249427,0.15699770567027205,0.9567354965585054,1.1789577187807276,0.5575221238938053,0.2864634546050475,0.775811209439528,0.05375286791215995,0.0,0.4637823664372337,0.5431006227466404,0.46214355948869223,0.47328744673877415,2.5847263192395937,0.7882661422484432,41074.63416366219,2999.0016388069484,0.26253687315634217,0.16650278597181253,0.0
9.0,217.0,1319.0,Montevideo Medio Bajo,0.022744503411675512,1.0,0.9787717968157695,1.0,0.14025777103866566,0.0,0.0,0.02350265352539803,0.0,0.022744503411675512,3.7293404094010616,2.218347232752085,1.2206216830932524,0.07,0.9628506444275967,0.037149355572403335,1.0,1.0682335102350264,0.7467778620166793,0.43290371493555724,0.8483699772554966,0.12206216830932524,0.0,0.6846095526914329,0.41091736163760423,0.6557998483699773,0.6262319939347991,2.4518574677786202,0.5974222896133434,52992.65693707354,3241.7198635329796,0.09476876421531463,0.17589082638362397,0.0
9.0,255.0,563.0,Montevideo Medio Bajo,1.0,0.7815275310834814,0.4369449378330373,0.7761989342806395,0.3783303730017762,0.04262877442273535,0.0,0.23801065719360567,0.09236234458259325,0.37122557726465366,3.0,1.763765541740675,1.063943161634103,0.0,0.5719360568383659,0.108348134991119,1.0,1.014209591474245,0.5896980461811723,0.5133214920071048,0.7531083481349912,0.0586145648312611,0.0586145648312611,0.31793960923623443,0.48134991119005327,0.7264653641207816,0.5328596802841918,2.3889875666074603,0.458259325044405,31843.724689165185,2686.7229129662524,0.37122557726465366,0.15808170515097691,0.0
10.0,4.0,612.0,Montevideo Medio Bajo,0.9166666666666666,1.0,0.6633986928104575,0.9493464052287581,0.29248366013071897,0.0,0.08333333333333333,0.14869281045751634,0.10130718954248366,0.0,3.218954248366013,1.7401960784313726,1.1029411764705883,0.09,0.954248366013072,0.0457516339869281,1.0,1.0702614379084967,0.9689542483660131,0.272875816993464,0.7222222222222222,0.14705882352941177,0.0,0.6111111111111112,0.8888888888888888,0.7794117647058824,0.5637254901960784,2.230392156862745,0.8349673202614379,49283.38316993465,3413.831427015251,0.19117647058823528,0.39869281045751637,0.0
10.0,5.0,265.0,Montevideo Medio,0.12075471698113208,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.132075471698113,2.4716981132075473,1.2792452830188679,0.09,0.9132075471698113,0.0,0.9132075471698113,1.290566037735849,1.3735849056603773,0.6037735849056604,0.9132075471698113,0.2037735849056604,0.1018867924528302,0.8113207547169812,0.0,1.4528301886792452,0.8113207547169812,2.4716981132075473,0.1018867924528302,82604.47798742139,4020.3698113207547,0.0,0.6792452830188679,0.0
10.0,6.0,403.0,Montevideo Medio,0.71712158808933,1.0,0.8486352357320099,0.9280397022332506,0.08188585607940446,0.0,0.07196029776674938,0.1687344913151365,0.08188585607940446,0.0,4.01985111662531,2.096774193548387,1.1985111662531018,0.06,0.9181141439205955,0.08188585607940446,1.0,1.0843672456575681,1.1712158808933002,0.543424317617866,0.9280397022332506,0.0,0.0,0.7890818858560794,0.56575682382134,0.6650124069478908,0.6699751861042184,2.3176178660049627,0.575682382133995,57081.44954507858,2278.120347394541,0.0,0.46153846153846156,0.0
10.0,9.0,496.0,Montevideo Medio,0.23790322580645162,1.0,0.9354838709677419,0.9274193548387096,0.07258064516129033,0.0,0.0,0.1310483870967742,0.0,0.0,3.506048387096774,2.086693548387097,1.1028225806451613,0.05,1.0,0.0,1.0,0.8205645161290323,1.284274193548387,0.4657258064516129,0.9536290322580645,0.13306451612903225,0.0,0.657258064516129,0.12701612903225806,0.9858870967741935,0.7237903225806451,2.6370967741935485,0.20161290322580644,67937.02352150537,2006.9509408602153,0.07258064516129033,0.6895161290322581,0.0
10.0,15.0,629.0,Montevideo Medio Alto,0.3815580286168522,1.0,0.9634340222575517,0.9634340222575517,0.05405405405405406,0.0,0.0,0.03656597774244833,0.0,0.0,3.5278219395866453,1.573926868044515,1.2655007949125596,0.21,1.0,0.0,1.0,0.5103338632750397,1.2527821939586645,0.37360890302066774,0.9332273449920508,0.21303656597774245,0.17011128775834658,0.890302066772655,0.1478537360890302,1.2575516693163753,0.8775834658187599,1.8966613672496024,0.1971383147853736,76690.5055643879,5689.986221515633,0.0,0.5802861685214626,0.0
