secc,segm,pesoano,porcentaje_casas,porcentaje_pared_ladrillo,porcentaje_techo_hormigon,porcentaje_piso_con_terminacion,cant_habitaciones_prom,porcentaje_cocina_electrica,tiene_calefon_prom,cant_televisores_prom,ingresos_hogar_prom,cant_ac_prom,porcentaje_calefaccio_electrica
1.0,1.0,120.0,0.0,1.0,1.0,1.0,3.0,0.0,0.7666666666666667,0.49166666666666664,40333.7625,0.0,0.51
1.0,104.0,367.0,0.0,1.0,1.0,1.0,2.871934604904632,0.14,1.0,0.5722070844686649,89680.20072661218,0.4223433242506812,0.43
1.0,105.0,1443.0,0.011088011088011088,1.0,1.0,1.0,3.6826056826056828,0.03,0.9916839916839917,0.8239778239778239,93583.60914760915,0.4857934857934858,0.23
2.0,1.0,759.0,0.8260869565217391,1.0,0.9604743083003953,0.9499341238471674,3.1515151515151514,0.05,0.8998682476943346,0.5125164690382081,56386.175450153714,0.1976284584980237,0.43
3.0,101.0,1192.0,0.44546979865771813,1.0,0.9488255033557047,0.9773489932885906,3.3439597315436242,0.02,0.985738255033557,0.5100671140939598,71083.661003915,0.23573825503355705,0.3
3.0,104.0,134.0,0.11940298507462686,1.0,1.0,1.0,3.328358208955224,0.0,1.0,1.0,85423.87064676617,0.6268656716417911,0.75
3.0,202.0,1322.0,0.3547655068078669,1.0,1.0,1.0,2.9311649016641455,0.02,0.93267776096823,0.6853252647503782,55551.26913767019,0.5771558245083207,0.43
4.0,1.0,2138.0,0.0,1.0,1.0,1.0,1.8713751169317119,0.14,0.9658559401309635,0.6047708138447146,50108.89242282507,0.18896164639850327,0.4
4.0,103.0,784.0,0.039540816326530615,1.0,1.0,1.0,2.752551020408163,0.09,1.0,0.6530612244897959,65741.10778061225,0.36607142857142855,0.51
4.0,204.0,1525.0,0.2340983606557377,1.0,1.0,1.0,2.7232786885245903,0.05,0.9632786885245902,0.6465573770491804,63572.58491803278,0.32786885245901637,0.4
5.0,101.0,1534.0,0.039765319426336376,1.0,1.0,1.0,2.5338983050847457,0.2,0.9791395045632334,0.8044328552803129,62953.46838331159,0.5104302477183833,0.38
5.0,103.0,1355.0,0.4841328413284133,1.0,0.9808118081180812,1.0,2.6715867158671585,0.04,0.940959409594096,0.7202952029520295,65014.43468634686,0.37859778597785976,0.13
5.0,105.0,2470.0,0.0,1.0,1.0,1.0,3.3550607287449394,0.11,1.0,0.8105263157894737,93613.55013495278,0.8052631578947368,0.47
5.0,201.0,1526.0,0.0,1.0,1.0,0.9777195281782438,2.8145478374836173,0.25,0.8800786369593709,0.8034076015727392,77983.78888160769,0.5543905635648755,0.46
5.0,204.0,1565.0,0.2990415335463259,1.0,1.0,1.0,3.2421725239616612,0.09,0.9769968051118211,0.8517571884984025,79595.73290734825,0.5028753993610223,0.55
5.0,205.0,791.0,0.8343868520859671,1.0,0.7231352718078382,0.93173198482933,3.9216182048040453,0.15,0.9165613147914032,0.718078381795196,67353.64728192161,0.18331226295828065,0.33
6.0,101.0,106.0,0.0,1.0,1.0,1.0,2.80188679245283,0.2,1.0,0.7641509433962265,89901.94968553458,1.5754716981132075,0.43
6.0,103.0,1100.0,0.0,1.0,1.0,1.0,2.7536363636363634,0.21,1.0,0.8554545454545455,76144.31659090909,0.7618181818181818,0.42
6.0,202.0,217.0,0.5714285714285714,1.0,0.8433179723502304,0.8433179723502304,4.990783410138249,0.15,1.0,0.8755760368663594,75119.49001536099,0.0,0.29
6.0,204.0,1465.0,0.06075085324232082,1.0,1.0,1.0,3.496928327645051,0.09,0.9706484641638226,0.6655290102389079,87132.00455062572,0.6921501706484642,0.43
6.0,304.0,407.0,0.0,1.0,1.0,1.0,3.1818181818181817,0.39,1.0,1.0,98527.62714987715,0.515970515970516,0.08
7.0,10.0,1892.0,0.3927061310782241,1.0,0.9825581395348837,1.0,3.766913319238901,0.04,0.9497885835095138,0.86892177589852,94002.20331219169,0.45190274841437633,0.34
7.0,103.0,2052.0,0.07943469785575048,1.0,1.0,1.0,3.185672514619883,0.11,0.9873294346978557,0.7899610136452242,67098.61111111111,0.3153021442495127,0.19
7.0,105.0,454.0,0.09251101321585903,1.0,1.0,1.0,2.156387665198238,0.18,1.0,0.6806167400881057,56306.238619676944,0.5991189427312775,0.4
7.0,106.0,712.0,0.3455056179775281,1.0,1.0,1.0,2.764044943820225,0.07,0.949438202247191,0.7626404494382022,55794.40449438202,0.3946629213483146,0.47
7.0,107.0,1387.0,0.4657534246575342,1.0,1.0,1.0,3.0064888248017305,0.1,0.9848594087959625,0.6827685652487383,76693.652247056,0.3338139870223504,0.35
7.0,206.0,1452.0,0.3271349862258953,1.0,0.9834710743801653,1.0,3.152203856749311,0.1,0.918732782369146,0.7940771349862259,86334.56083562902,0.384297520661157,0.14
7.0,207.0,1474.0,0.6139755766621439,1.0,0.9782903663500678,1.0,3.3738127544097694,0.12,0.9816824966078698,0.6648575305291723,82561.77866350068,0.4043419267299864,0.37
7.0,208.0,758.0,0.43799472295514513,1.0,1.0,1.0,3.4089709762532983,0.08,1.0,0.7902374670184696,82599.60070360597,0.7598944591029023,0.32
8.0,2.0,1106.0,0.042495479204339964,1.0,1.0,1.0,4.121157323688969,0.08,1.0,0.918625678119349,104901.41892706449,1.123869801084991,0.59
8.0,4.0,1354.0,0.8714918759231906,1.0,0.930576070901034,1.0,3.7326440177252587,0.11,0.896602658788774,0.6499261447562777,75830.4822747415,0.3005908419497784,0.16
8.0,10.0,439.0,0.0,1.0,1.0,1.0,2.9840546697038723,0.1,1.0,0.8610478359908884,116779.6674259681,0.5854214123006833,0.79
