secc,segm,anio,mes,cantidadPredios,tarifa-%TRS,tarifa-%TCB,tarifa-%TRD,energia_facturada
5.0,105.0,2019.0,8.0,615.0,0.7333333333333333,0.208130081300813,0.055284552845528454,194316.5
5.0,105.0,2019.0,9.0,616.0,0.7374392220421394,0.2025931928687196,0.05672609400324149,201186.90000000002
5.0,105.0,2019.0,10.0,620.0,0.7294685990338164,0.2109500805152979,0.05636070853462158,144514.55200000003
5.0,105.0,2019.0,11.0,605.0,0.7244224422442245,0.21617161716171618,0.056105610561056105,131826.213
5.0,105.0,2019.0,12.0,609.0,0.7213114754098361,0.21475409836065573,0.060655737704918035,136922.385
5.0,201.0,2019.0,1.0,864.0,0.7121387283236994,0.22196531791907514,0.04161849710982659,160423.59
5.0,201.0,2019.0,2.0,856.0,0.7103128621089224,0.22479721900347624,0.04171494785631518,170350.027
5.0,201.0,2019.0,3.0,865.0,0.7058823529411765,0.22837370242214533,0.04152249134948097,153379.104
5.0,201.0,2019.0,4.0,874.0,0.7005714285714286,0.232,0.04228571428571429,149586.3
5.0,201.0,2019.0,5.0,874.0,0.7009132420091324,0.228310502283105,0.04223744292237443,170299.392
5.0,201.0,2019.0,6.0,876.0,0.7037457434733257,0.2304199772985244,0.03859250851305335,189860.383
5.0,201.0,2019.0,7.0,860.0,0.6968641114982579,0.23577235772357724,0.03948896631823461,202552.85700000002
5.0,201.0,2019.0,8.0,862.0,0.6948955916473318,0.24013921113689096,0.0382830626450116,206369.457
5.0,201.0,2019.0,9.0,876.0,0.6845102505694761,0.24829157175398633,0.03758542141230068,217580.052
5.0,201.0,2019.0,10.0,888.0,0.6846846846846847,0.24774774774774774,0.039414414414414414,173841.97999999998
5.0,201.0,2019.0,11.0,887.0,0.6832018038331454,0.24577226606538896,0.03945885005636979,185535.745
5.0,201.0,2019.0,12.0,901.0,0.6751662971175166,0.2583148558758315,0.038802660753880266,166435.74599999998
5.0,204.0,2019.0,1.0,505.0,0.7100591715976331,0.2583826429980276,0.021696252465483234,103808.206
5.0,204.0,2019.0,2.0,500.0,0.714,0.258,0.02,97161.292
5.0,204.0,2019.0,3.0,507.0,0.7001972386587771,0.27218934911242604,0.01972386587771203,90207.60699999999
5.0,204.0,2019.0,4.0,506.0,0.6996047430830039,0.2727272727272727,0.019762845849802372,95843.144
5.0,204.0,2019.0,5.0,505.0,0.7069306930693069,0.26534653465346536,0.019801980198019802,95409.228
5.0,204.0,2019.0,6.0,514.0,0.7106796116504854,0.26407766990291265,0.017475728155339806,105729.61499999999
5.0,204.0,2019.0,7.0,514.0,0.7087378640776699,0.26601941747572816,0.015533980582524271,123313.31700000001
5.0,204.0,2019.0,8.0,521.0,0.7024952015355086,0.2706333973128599,0.015355086372360844,143260.67799999999
5.0,204.0,2019.0,9.0,515.0,0.688588007736944,0.28433268858800775,0.017408123791102514,136750.131
5.0,204.0,2019.0,10.0,515.0,0.6873786407766991,0.2854368932038835,0.017475728155339806,116254.907
5.0,204.0,2019.0,11.0,518.0,0.6756756756756757,0.29343629343629346,0.019305019305019305,106184.044
5.0,204.0,2019.0,12.0,528.0,0.6748582230623819,0.29300567107750475,0.022684310018903593,109502.26299999999
5.0,205.0,2019.0,1.0,771.0,0.7033678756476683,0.2538860103626943,0.02849740932642487,158302.685
5.0,205.0,2019.0,2.0,759.0,0.7,0.25526315789473686,0.02894736842105263,152021.468
5.0,205.0,2019.0,3.0,768.0,0.682230869001297,0.26848249027237353,0.0311284046692607,144315.01799999998
5.0,205.0,2019.0,4.0,770.0,0.6796368352788587,0.2723735408560311,0.029831387808041506,131321.8
5.0,205.0,2019.0,5.0,778.0,0.6747448979591837,0.274234693877551,0.02806122448979592,162733.794
5.0,205.0,2019.0,6.0,776.0,0.6632522407170295,0.2765685019206146,0.029449423815621,178564.664
5.0,205.0,2019.0,7.0,789.0,0.6658227848101266,0.2683544303797468,0.02911392405063291,193718.635
5.0,205.0,2019.0,8.0,793.0,0.6507537688442211,0.2776381909547739,0.032663316582914576,208433.857
5.0,205.0,2019.0,9.0,798.0,0.6520650813516896,0.2765957446808511,0.03379224030037547,217253.38799999998
5.0,205.0,2019.0,10.0,801.0,0.6483790523690773,0.27680798004987534,0.034912718204488775,165966.791
5.0,205.0,2019.0,11.0,792.0,0.6502525252525253,0.2765151515151515,0.03535353535353535,155821.91700000002
5.0,205.0,2019.0,12.0,789.0,0.6438529784537389,0.28010139416983526,0.036755386565272496,160073.022
6.0,101.0,2019.0,1.0,613.0,0.8260162601626017,0.11869918699186992,0.05203252032520325,126937.087
6.0,101.0,2019.0,2.0,621.0,0.8183279742765274,0.12540192926045016,0.05144694533762058,129642.15800000001
6.0,101.0,2019.0,3.0,630.0,0.819047619047619,0.12698412698412698,0.050793650793650794,114889.25700000001
6.0,101.0,2019.0,4.0,631.0,0.8180379746835443,0.125,0.05221518987341772,104957.88399999999
6.0,101.0,2019.0,5.0,635.0,0.8176100628930818,0.12578616352201258,0.05188679245283019,134708.772
6.0,101.0,2019.0,6.0,638.0,0.812206572769953,0.1298904538341158,0.051643192488262914,141242.69199999998
6.0,101.0,2019.0,7.0,632.0,0.8069620253164557,0.13291139240506328,0.05379746835443038,141317.951
6.0,101.0,2019.0,8.0,620.0,0.8,0.1403225806451613,0.054838709677419356,155105.019
6.0,101.0,2019.0,9.0,625.0,0.8019169329073482,0.13738019169329074,0.05591054313099041,145875.997
6.0,101.0,2019.0,10.0,633.0,0.7996845425867508,0.14037854889589904,0.055205047318611984,124998.74399999999
6.0,101.0,2019.0,11.0,635.0,0.8,0.13858267716535433,0.05511811023622047,133216.497
6.0,101.0,2019.0,12.0,633.0,0.7993680884676145,0.13744075829383887,0.05529225908372828,120034.615
6.0,103.0,2019.0,1.0,489.0,0.7709611451942741,0.12474437627811862,0.06134969325153374,103439.842
6.0,103.0,2019.0,2.0,484.0,0.7727272727272727,0.12603305785123967,0.06198347107438017,111519.782
6.0,103.0,2019.0,3.0,487.0,0.7709611451942741,0.130879345603272,0.05930470347648262,102057.67000000001
6.0,103.0,2019.0,4.0,475.0,0.7684210526315789,0.13052631578947368,0.061052631578947365,86606.625
6.0,103.0,2019.0,5.0,473.0,0.7658227848101266,0.13291139240506328,0.06329113924050633,96090.002
6.0,103.0,2019.0,6.0,483.0,0.7681159420289855,0.13457556935817805,0.060041407867494824,117940.214
6.0,103.0,2019.0,7.0,479.0,0.7588357588357588,0.14345114345114346,0.060291060291060294,135614.983
6.0,103.0,2019.0,8.0,476.0,0.7589098532494759,0.14465408805031446,0.06079664570230608,125354.20999999999
6.0,103.0,2019.0,9.0,478.0,0.7594142259414226,0.14435146443514643,0.058577405857740586,125931.076
6.0,103.0,2019.0,10.0,483.0,0.7494824016563147,0.14699792960662525,0.06418219461697723,107301.472
6.0,103.0,2019.0,11.0,483.0,0.743801652892562,0.15082644628099173,0.0640495867768595,101916.916
6.0,103.0,2019.0,12.0,486.0,0.7407407407407407,0.14814814814814814,0.06584362139917696,97317.828
6.0,202.0,2019.0,1.0,645.0,0.7229102167182663,0.23839009287925697,0.02631578947368421,120794.397
6.0,202.0,2019.0,2.0,634.0,0.7244094488188977,0.23307086614173228,0.029921259842519685,120227.04900000001
6.0,202.0,2019.0,3.0,642.0,0.7247278382581649,0.2379471228615863,0.026438569206842923,105904.31999999999
6.0,202.0,2019.0,4.0,645.0,0.7224806201550388,0.24031007751937986,0.02635658914728682,119759.40299999999
6.0,202.0,2019.0,5.0,644.0,0.7220496894409938,0.2406832298136646,0.026397515527950312,120525.289
6.0,202.0,2019.0,6.0,594.0,0.734006734006734,0.22895622895622897,0.026936026936026935,113900.812
6.0,202.0,2019.0,7.0,667.0,0.719640179910045,0.239880059970015,0.025487256371814093,153427.441
6.0,202.0,2019.0,8.0,656.0,0.7184170471841704,0.2420091324200913,0.0258751902587519,167239.425
6.0,202.0,2019.0,9.0,655.0,0.7103658536585366,0.25,0.027439024390243903,150027.353
6.0,202.0,2019.0,10.0,671.0,0.7127976190476191,0.24404761904761904,0.02976190476190476,135786.457
6.0,202.0,2019.0,11.0,656.0,0.7042682926829268,0.2545731707317073,0.03048780487804878,126268.54699999999
6.0,202.0,2019.0,12.0,664.0,0.6962406015037594,0.26015037593984963,0.031578947368421054,120847.093
6.0,204.0,2019.0,1.0,582.0,0.7457044673539519,0.19759450171821305,0.029209621993127148,105667.349
6.0,204.0,2019.0,2.0,577.0,0.740484429065744,0.20242214532871972,0.029411764705882353,111164.491
6.0,204.0,2019.0,3.0,584.0,0.7372013651877133,0.2030716723549488,0.02901023890784983,95718.856
6.0,204.0,2019.0,4.0,586.0,0.7389078498293515,0.2030716723549488,0.02901023890784983,107321.181
6.0,204.0,2019.0,5.0,584.0,0.7406143344709898,0.2030716723549488,0.02901023890784983,108374.0
6.0,204.0,2019.0,6.0,588.0,0.7389830508474576,0.2016949152542373,0.0288135593220339,125512.78400000001
6.0,204.0,2019.0,7.0,586.0,0.7312925170068028,0.2108843537414966,0.027210884353741496,142825.546
6.0,204.0,2019.0,8.0,587.0,0.7271186440677966,0.21864406779661016,0.023728813559322035,153565.291
6.0,204.0,2019.0,9.0,592.0,0.7162162162162162,0.2195945945945946,0.03209459459459459,140518.51
6.0,204.0,2019.0,10.0,600.0,0.7104825291181365,0.22129783693843594,0.033277870216306155,123591.209
6.0,204.0,2019.0,11.0,589.0,0.7130730050933786,0.21731748726655348,0.035653650254668934,115976.651
6.0,204.0,2019.0,12.0,594.0,0.7092436974789916,0.22016806722689075,0.03529411764705882,107706.669
6.0,304.0,2019.0,1.0,542.0,0.7878228782287823,0.16605166051660517,0.033210332103321034,98235.027
6.0,304.0,2019.0,2.0,538.0,0.7788104089219331,0.17657992565055763,0.031598513011152414,99546.843
6.0,304.0,2019.0,3.0,537.0,0.7746741154562383,0.1750465549348231,0.035381750465549346,89222.68299999999
6.0,304.0,2019.0,4.0,540.0,0.7796296296296297,0.17222222222222222,0.03518518518518519,103022.427
6.0,304.0,2019.0,5.0,542.0,0.7785977859778598,0.1752767527675277,0.033210332103321034,97723.16900000001
6.0,304.0,2019.0,6.0,544.0,0.7775735294117647,0.17463235294117646,0.034926470588235295,114444.378
6.0,304.0,2019.0,7.0,541.0,0.767097966728281,0.17744916820702403,0.04066543438077634,122280.809
6.0,304.0,2019.0,8.0,546.0,0.7637362637362637,0.17765567765567766,0.040293040293040296,133456.452
6.0,304.0,2019.0,9.0,546.0,0.7509157509157509,0.19413919413919414,0.040293040293040296,137036.69900000002
6.0,304.0,2019.0,10.0,546.0,0.7527472527472527,0.18864468864468864,0.04212454212454213,122236.026
6.0,304.0,2019.0,11.0,539.0,0.7476808905380334,0.19109461966604824,0.04452690166975881,113336.053
6.0,304.0,2019.0,12.0,547.0,0.7427007299270073,0.19343065693430658,0.043795620437956206,101437.82699999999
7.0,10.0,2019.0,1.0,700.0,0.78,0.15428571428571428,0.05857142857142857,143632.864
7.0,10.0,2019.0,2.0,704.0,0.7769886363636364,0.16051136363636365,0.056818181818181816,151398.546
7.0,10.0,2019.0,3.0,704.0,0.7798295454545454,0.15767045454545456,0.05539772727272727,136693.427
7.0,10.0,2019.0,4.0,700.0,0.7735042735042735,0.16524216524216523,0.05698005698005698,127181.77600000001
7.0,10.0,2019.0,5.0,703.0,0.7713068181818182,0.16761363636363635,0.05539772727272727,155577.528
7.0,10.0,2019.0,6.0,700.0,0.77,0.17,0.055714285714285716,162772.57400000002
7.0,10.0,2019.0,7.0,695.0,0.7712230215827338,0.1697841726618705,0.05467625899280575,170317.283
7.0,10.0,2019.0,8.0,702.0,0.7692307692307693,0.17094017094017094,0.05555555555555555,189940.84399999998
7.0,10.0,2019.0,9.0,708.0,0.7704225352112676,0.1676056338028169,0.057746478873239436,183354.626
7.0,10.0,2019.0,10.0,711.0,0.7651195499296765,0.16877637130801687,0.06188466947960619,157266.82799999998
7.0,10.0,2019.0,11.0,707.0,0.7627118644067796,0.17231638418079095,0.06073446327683616,157196.209
7.0,10.0,2019.0,12.0,714.0,0.7605042016806722,0.1722689075630252,0.06162464985994398,141591.814
7.0,103.0,2019.0,1.0,591.0,0.625,0.3108108108108108,0.02364864864864865,102610.45800000001
7.0,103.0,2019.0,2.0,580.0,0.6293103448275862,0.30517241379310345,0.02586206896551724,93858.927
7.0,103.0,2019.0,3.0,587.0,0.6241496598639455,0.30952380952380953,0.025510204081632654,96438.908
7.0,103.0,2019.0,4.0,591.0,0.626057529610829,0.3096446700507614,0.025380710659898477,83919.20199999999
7.0,103.0,2019.0,5.0,594.0,0.6208053691275168,0.313758389261745,0.025167785234899327,100642.649
7.0,103.0,2019.0,6.0,596.0,0.6191275167785235,0.31711409395973156,0.025167785234899327,110046.506
7.0,103.0,2019.0,7.0,585.0,0.6109215017064846,0.3242320819112628,0.023890784982935155,120443.64199999999
7.0,103.0,2019.0,8.0,580.0,0.6041308089500861,0.3287435456110155,0.024096385542168676,128402.113
7.0,103.0,2019.0,9.0,585.0,0.5921501706484642,0.3378839590443686,0.027303754266211604,122820.51500000001
7.0,103.0,2019.0,10.0,586.0,0.5819112627986348,0.3430034129692833,0.027303754266211604,116291.19099999999
7.0,103.0,2019.0,11.0,588.0,0.5748299319727891,0.35034013605442177,0.027210884353741496,107867.801
7.0,103.0,2019.0,12.0,605.0,0.5792079207920792,0.35148514851485146,0.024752475247524754,101515.612
7.0,105.0,2019.0,1.0,909.0,0.6835164835164835,0.26593406593406593,0.026373626373626374,139357.037
7.0,105.0,2019.0,2.0,898.0,0.678173719376392,0.27060133630289535,0.026726057906458798,137346.964
7.0,105.0,2019.0,3.0,902.0,0.6818181818181818,0.26496674057649666,0.026607538802660754,139910.572
7.0,105.0,2019.0,4.0,907.0,0.6692392502756339,0.28004410143329656,0.026460859977949284,124355.95
7.0,105.0,2019.0,5.0,918.0,0.6666666666666666,0.28540305010893247,0.023965141612200435,143104.959
7.0,105.0,2019.0,6.0,918.0,0.6597826086956522,0.28804347826086957,0.02608695652173913,157082.624
7.0,105.0,2019.0,7.0,928.0,0.6555435952637244,0.29278794402583425,0.02583423035522067,174276.794
7.0,105.0,2019.0,8.0,927.0,0.6519396551724138,0.2941810344827586,0.02478448275862069,191654.072
7.0,105.0,2019.0,9.0,940.0,0.6531914893617021,0.2925531914893617,0.026595744680851064,204042.16999999998
7.0,105.0,2019.0,10.0,911.0,0.637855579868709,0.30306345733041573,0.02954048140043764,146452.096
7.0,105.0,2019.0,11.0,928.0,0.6454741379310345,0.2974137931034483,0.029094827586206896,161744.88299999997
7.0,105.0,2019.0,12.0,957.0,0.6509926854754441,0.2946708463949843,0.027168234064785787,154146.85700000002
7.0,106.0,2019.0,1.0,782.0,0.7506393861892583,0.19309462915601022,0.02557544757033248,139648.84000000003
7.0,106.0,2019.0,2.0,769.0,0.741222366710013,0.1976592977893368,0.02600780234070221,143438.66999999998
7.0,106.0,2019.0,3.0,789.0,0.7389100126742713,0.2002534854245881,0.025348542458808618,136868.606
7.0,106.0,2019.0,4.0,763.0,0.7378768020969856,0.19921363040629095,0.02490170380078637,129955.85999999999
7.0,106.0,2019.0,5.0,769.0,0.7334200260078023,0.2067620286085826,0.0247074122236671,140487.988
7.0,106.0,2019.0,6.0,783.0,0.722860791826309,0.21455938697318008,0.024265644955300127,163597.83500000002
7.0,106.0,2019.0,7.0,784.0,0.7257653061224489,0.21301020408163265,0.025510204081632654,172083.402
7.0,106.0,2019.0,8.0,789.0,0.7198986058301647,0.21419518377693283,0.026615969581749048,192077.397
7.0,106.0,2019.0,9.0,767.0,0.7252604166666666,0.21223958333333334,0.0234375,189382.794
7.0,106.0,2019.0,10.0,771.0,0.7211413748378729,0.21141374837872892,0.028534370946822308,155978.82900000003
7.0,106.0,2019.0,11.0,777.0,0.7142857142857143,0.21492921492921493,0.03088803088803089,148444.999
7.0,106.0,2019.0,12.0,771.0,0.7263294422827496,0.21011673151750973,0.0324254215304799,139729.499
7.0,107.0,2019.0,1.0,552.0,0.7246376811594203,0.23007246376811594,0.03804347826086957,104640.006
7.0,107.0,2019.0,2.0,554.0,0.7207207207207207,0.23423423423423423,0.036036036036036036,107748.033
7.0,107.0,2019.0,3.0,544.0,0.71875,0.23897058823529413,0.034926470588235295,98797.116
7.0,107.0,2019.0,4.0,541.0,0.7071823204419889,0.2523020257826888,0.034990791896869246,94195.601
